confidence_bucket,count,win_rate,avg_pnl,total_pnl,avg_confidence,profit_factor
low_confidence,58686,0.3788297038475957,-53.16854104897247,-3120248.9999999986,0.386113519864229,0.6606102255118107
medium_confidence,8006,0.5303522358231326,43.98324693979581,352129.8750000053,0.4698709845109788,1.3083269113130827
