trade_id,date,exit_time,side,entry_price,exit_price,qty,pnl,ml_prob,entry_reason,exit_reason,regime,orb_high,orb_low,held_seconds,max_pnl,stop_loss,target
21,2024-02-13,2024-02-13 09:55:00,CE,21738.8,21742.35,75,-60.0,0.7248,ML_CE,STOP,RANGE,21742.6,21705.4,300.0,303.74999999994543,21741.466666666667,21789.49615384615
22,2024-02-13,2024-02-13 09:59:00,CE,21721.75,21727.5,75,420.0,0.6215,ML_CE,DAY_END,RANGE,21742.6,21705.4,60.0,468.75,21724.416666666668,21776.642307692306
23,2024-02-14,2024-02-14 09:45:00,CE,21805.7,21814.05,75,603.0,0.5893,ML_CE,Drawdown,RANGE,21843.85,21798.6,120.0,641.2499999999454,21810.7,21896.738461538458
24,2024-02-15,2024-02-15 09:32:00,CE,21902.95,21910.35,75,531.75,0.5718,ML_CE,STOP,RANGE,21928.85,21896.5,120.0,719.9999999998909,21907.95,21985.64615384615
25,2024-02-15,2024-02-15 09:41:00,CE,21913.0,21910.15,75,-284.25,0.6346,ML_CE,TIME_EXIT_WEAK,RANGE,21928.85,21896.5,360.0,0.0,21885.407692307694,22011.37307692308
26,2024-02-19,2024-02-19 09:33:00,CE,22134.35,22151.05,75,43.5,0.6095,ML_CE,STOP,RANGE,22163.95,22124.1,180.0,1282.5000000001637,22143.35,22200.946153846155
27,2024-02-19,2024-02-19 09:42:00,CE,22116.55,22106.95,75,-791.25,0.6113,ML_CE,TIME_EXIT_WEAK,RANGE,22163.95,22124.1,360.0,0.0,22094.726923076923,22190.230769230773
28,2024-02-20,2024-02-20 09:34:00,CE,22159.45,22179.1,75,1430.25,0.6108,ORB+ML_CE,Drawdown,RANGE,22145.85,22130.5,240.0,1578.7499999999454,22168.45,22216.15
29,2024-02-20,2024-02-20 09:41:00,CE,22196.15,22198.45,75,-46.5,0.5989,ORB+ML_CE,STOP,RANGE,22145.85,22130.5,240.0,251.24999999989086,22196.15,22265.246153846158
30,2024-02-21,2024-02-21 09:47:00,CE,22096.05,22079.6,75,-36.0,0.6085,ORB+ML_CE,STOP,RANGE,22047.9,21997.95,180.0,0.0,22071.773076923077,22176.51923076923
31,2024-02-23,2024-02-23 09:32:00,CE,22223.65,22230.1,75,462.0,0.6214,ML_CE,STOP,RANGE,22247.5,22223.15,120.0,472.49999999994543,22226.31666666667,22294.046153846153
32,2024-02-23,2024-02-23 09:41:00,CE,22227.75,22213.3,75,-69.75,0.6776,ML_CE,TIME_EXIT_WEAK,RANGE,22247.5,22223.15,360.0,86.25000000010914,22202.765384615384,22314.746153846154
33,2024-02-27,2024-02-27 09:32:00,CE,22193.75,22199.7,75,-23.25,0.6462,ML_CE,Drawdown,RANGE,22193.05,22170.2,120.0,521.2500000000546,22198.75,22243.09615384615
34,2024-03-01,2024-03-01 09:47:00,CE,22338.55,22339.4,75,-47.25,0.5784,ML_CE,STOP,RANGE,22348.4,22326.65,240.0,277.50000000005457,22338.55,22395.85769230769
35,2024-03-05,2024-03-05 09:32:00,CE,22371.0,22374.1,75,210.0,0.6416,ML_CE,STOP,RANGE,22382.1,22362.2,120.0,300.0,22373.666666666668,22423.153846153844
36,2024-03-05,2024-03-05 09:38:00,CE,22361.05,22349.9,75,-864.0,0.6677,ML_CE,STOP,RANGE,22382.1,22362.2,180.0,0.0,22345.43076923077,22414.142307692313
37,2024-03-07,2024-03-07 09:35:00,CE,22514.3,22513.3,75,-87.0,0.619,ORB+ML_CE,STOP,RANGE,22503.55,22483.95,60.0,0.0,22491.653846153844,22592.661538461536
38,2024-03-13,2024-03-13 09:48:00,CE,21982.0,21997.55,75,-58.5,0.6278,ORB+ML_CE,STOP,RANGE,21980.35,21920.4,300.0,1218.75,21991.0,22137.711538461543
39,2024-03-14,2024-03-14 09:38:00,CE,22145.2,22148.2,75,-81.0,0.6141,ORB+ML_CE,STOP,RANGE,22130.9,22096.75,420.0,318.75,22147.86666666667,22230.492307692304
40,2024-03-15,2024-03-15 09:32:00,CE,21996.8,22033.25,75,2474.25,0.6581,ML_CE,Drawdown,RANGE,22048.15,22005.6,120.0,2831.25,22005.8,22082.365384615383
41,2024-03-15,2024-03-15 09:41:00,CE,22031.8,22022.4,75,-69.75,0.6629,ML_CE,TIME_EXIT_WEAK,RANGE,22048.15,22005.6,360.0,0.0,21995.457692307693,22155.173076923074
42,2024-03-19,2024-03-19 09:31:00,CE,21832.3,21831.3,75,-12.0,0.5944,ML_CE,STOP,RANGE,21853.6,21833.25,60.0,0.0,21817.173076923078,21879.619230769225
43,2024-03-20,2024-03-20 09:52:00,CE,21855.6,21854.55,75,-114.75,0.6473,ML_CE,RANGE_DAY_FAST_EXIT,RANGE,21859.65,21820.0,180.0,0.0,21836.938461538462,21918.66538461538
