trade_id,date,exit_time,side,entry_price,exit_price,qty,pnl,ml_prob,entry_reason,exit_reason,regime,orb_high,orb_low,held_seconds,max_pnl,stop_loss,target
44,2024-03-21,2024-03-21 09:32:00,CE,21984.9,21996.65,75,-23.25,0.6114,ML_CE,Drawdown,RANGE,22033.7,21996.45,120.0,847.4999999999454,21989.9,22046.296153846153
45,2024-03-22,2024-03-22 09:34:00,CE,22120.5,22131.6,75,787.5,0.6434,ML_CE,STOP,RANGE,22180.7,22129.15,240.0,892.5000000001091,22125.5,22189.86153846154
46,2024-03-22,2024-03-22 09:43:00,CE,22110.7,22099.15,75,-873.75,0.6521,ML_CE,STOP,RANGE,22180.7,22129.15,360.0,101.24999999989086,22090.776923076926,22178.180769230767
47,2024-03-28,2024-03-28 09:37:00,CE,22369.65,22355.75,75,-1067.25,0.6104,ML_CE,STOP,RANGE,22503.45,22416.05,120.0,0.0,22339.611538461537,22477.484615384616
48,2024-04-04,2024-04-04 09:58:00,CE,22552.75,22547.95,75,-242.25,0.59,ML_CE,RANGE_DAY_FAST_EXIT,RANGE,22568.1,22513.75,180.0,0.0,22536.492307692308,22605.376923076918
49,2024-04-05,2024-04-05 09:44:00,CE,22497.75,22520.1,75,1391.25,0.6224,ML_CE,Drawdown,RANGE,22507.4,22490.75,600.0,1672.4999999999454,22506.75,22547.800000000003
50,2024-04-05,2024-04-05 09:55:00,CE,22507.05,22535.25,75,2023.5,0.6079,ML_CE,Drawdown,RANGE,22507.4,22490.75,480.0,2175.0,22516.05,22552.56923076923
51,2024-04-16,2024-04-16 09:34:00,CE,22121.15,22129.35,75,593.25,0.6001,ML_CE,STOP,RANGE,22138.4,22108.7,120.0,644.9999999998909,22126.15,22175.892307692317
52,2024-04-16,2024-04-16 09:45:00,CE,22128.85,22167.8,75,1242.0,0.6618,ML_CE,Drawdown,RANGE,22138.4,22108.7,480.0,3003.7500000002183,22137.85,22190.51153846154
53,2024-04-18,2024-04-18 09:44:00,CE,21982.9,21967.65,75,-70.5,0.6045,ML_CE,TIME_EXIT_WEAK,RANGE,22081.8,22007.6,360.0,0.0,21945.39615384615,22111.688461538455
54,2024-04-19,2024-04-19 09:33:00,CE,22132.6,22137.25,75,-35.25,0.6003,ML_CE,STOP,RANGE,22155.45,22101.8,180.0,285.0000000002183,22132.6,22212.14615384615
55,2024-04-19,2024-04-19 09:59:00,CE,22131.1,22149.2,75,-36.0,0.6045,ML_CE,DAY_END,RANGE,22155.45,22101.8,180.0,1395.0000000001637,22140.1,22185.33076923077
56,2024-04-25,2024-04-25 09:36:00,CE,22583.35,22577.4,75,-69.75,0.5728,ML_CE,TIME_EXIT_WEAK,RANGE,22606.55,22578.15,360.0,0.0,22558.480769230773,22667.242307692308
57,2024-04-26,2024-04-26 09:32:00,CE,22421.35,22425.55,75,292.5,0.6095,ML_CE,STOP,RANGE,22461.45,22435.4,120.0,390.00000000005457,22424.016666666666,22485.565384615387
58,2024-04-26,2024-04-26 09:58:00,CE,22432.9,22452.35,75,116.25,0.634,ML_CE,Drawdown,RANGE,22461.45,22435.4,300.0,1458.7499999997817,22441.9,22519.869230769233
59,2024-04-29,2024-04-29 09:33:00,CE,22640.6,22646.3,75,-35.25,0.6171,ML_CE,STOP,RANGE,22640.65,22599.55,180.0,472.5000000002183,22643.266666666666,22703.70384615385
60,2024-04-30,2024-04-30 09:34:00,CE,22624.8,22627.25,75,160.5,0.6089,ML_CE,STOP,RANGE,22746.85,22689.45,120.0,315.00000000005457,22627.466666666667,22744.09230769231
61,2024-04-30,2024-04-30 09:41:00,CE,22613.8,22623.7,75,696.75,0.6189,ML_CE,STOP,RANGE,22746.85,22689.45,240.0,956.25,22622.8,22741.884615384613
62,2024-05-02,2024-05-02 09:36:00,CE,22647.85,22653.35,75,228.0,0.6094,ML_CE,STOP,RANGE,22691.9,22650.55,120.0,768.75,22652.85,22747.73076923077
63,2024-05-02,2024-05-02 09:45:00,CE,22649.8,22638.85,75,-70.5,0.6248,ML_CE,TIME_EXIT_WEAK,RANGE,22691.9,22650.55,360.0,0.0,22618.334615384614,22761.953846153843
64,2024-05-07,2024-05-07 09:34:00,CE,22313.75,22317.4,75,227.25,0.623,ML_CE,STOP,RANGE,22323.3,22290.55,240.0,333.75000000005457,22316.416666666668,22384.85
65,2024-05-07,2024-05-07 09:41:00,CE,22296.8,22304.65,75,302.25,0.6708,ML_CE,STOP,RANGE,22323.3,22290.55,240.0,600.0,22301.8,22379.203846153847
66,2024-05-07,2024-05-07 09:48:00,CE,22308.55,22307.9,75,-96.0,0.6755,ML_CE,STOP,RANGE,22323.3,22290.55,240.0,209.99999999994543,22308.55,22382.03846153846
67,2024-05-07,2024-05-07 09:58:00,CE,22307.55,22311.25,75,230.25,0.6125,ML_CE,STOP,RANGE,22323.3,22290.55,240.0,427.50000000005457,22310.216666666667,22372.465384615385
68,2024-05-08,2024-05-08 09:54:00,CE,22303.75,22315.75,75,864.75,0.5945,ML_CE,STOP,RANGE,22307.1,22272.7,180.0,982.4999999998909,22312.75,22352.126923076925
69,2024-05-08,2024-05-08 09:59:00,CE,22313.85,22306.25,75,-594.75,0.6244,ORB+ML_CE,DAY_END,RANGE,22307.1,22272.7,120.0,0.0,22300.35384615385,22353.66153846154
70,2024-05-10,2024-05-10 09:33:00,CE,22039.15,22062.5,75,903.0,0.5856,ML_CE,Drawdown,RANGE,22043.8,22020.6,180.0,1788.7499999998909,22048.15,22097.1923076923
71,2024-05-10,2024-05-10 09:59:00,CE,22052.35,22053.5,75,62.25,0.5914,ORB+ML_CE,DAY_END,RANGE,22043.8,22020.6,120.0,123.75000000010914,22038.18076923077,22101.042307692307
72,2024-05-13,2024-05-13 09:42:00,CE,22093.1,22098.7,75,-47.25,0.5723,ML_CE,Drawdown,RANGE,22130.7,22106.6,240.0,476.2500000001637,22095.766666666666,22200.165384615386
73,2024-05-15,2024-05-15 09:41:00,CE,22197.05,22209.95,75,653.25,0.5866,ML_CE,Drawdown,RANGE,22227.95,22201.05,480.0,1061.2500000001091,22206.05,22260.52692307692
74,2024-05-15,2024-05-15 09:50:00,CE,22203.95,22193.0,75,-367.5,0.6151,ML_CE,TIME_EXIT_WEAK,RANGE,22227.95,22201.05,360.0,0.0,22187.25,22267.35
75,2024-05-22,2024-05-22 09:39:00,CE,22598.65,22614.5,75,1041.75,0.6565,ORB+ML_CE,Drawdown,RANGE,22595.45,22536.55,240.0,1263.7499999998909,22607.65,22700.834615384618
76,2024-05-22,2024-05-22 09:50:00,CE,22602.7,22612.3,75,625.5,0.5735,ORB+ML_CE,Drawdown,RANGE,22595.45,22536.55,480.0,847.4999999999454,22607.7,22684.56923076923
77,2024-05-23,2024-05-23 09:43:00,CE,22978.75,22980.55,75,-35.25,0.5697,ORB+ML_CE,STOP,RANGE,22940.0,22898.75,180.0,318.75,22981.416666666668,23067.59230769231
78,2024-05-27,2024-05-27 09:34:00,CE,22884.75,22956.45,75,4197.75,0.629,ML_CE,Drawdown,RANGE,23026.2,22922.75,240.0,5377.500000000055,22893.75,23025.265384615377
79,2024-05-27,2024-05-27 09:40:00,CE,22936.65,22945.7,75,-35.25,0.6014,ML_CE,STOP,RANGE,23026.2,22922.75,180.0,659.9999999999454,22941.65,23103.85769230769
80,2024-05-30,2024-05-30 09:37:00,CE,22436.75,22512.1,75,4600.5,0.6195,ML_CE,Drawdown,RANGE,22489.65,22417.0,360.0,5591.249999999945,22445.75,22532.769230769234
81,2024-05-30,2024-05-30 09:42:00,CE,22492.05,22497.4,75,-23.25,0.6188,ORB+ML_CE,STOP,RANGE,22489.65,22417.0,120.0,513.7500000001637,22497.05,22648.50384615385
82,2024-05-31,2024-05-31 09:49:00,CE,22570.35,22576.4,75,431.25,0.6308,ORB+ML_CE,STOP,RANGE,22533.25,22465.1,120.0,547.5000000002183,22575.35,22680.69230769231
83,2024-05-31,2024-05-31 09:58:00,CE,22556.2,22528.0,75,-501.0,0.6027,ORB+ML_CE,RANGE_DAY_FAST_EXIT,RANGE,22533.25,22465.1,180.0,0.0,22526.899999999998,22656.949999999997
84,2024-06-03,2024-06-03 09:33:00,CE,23232.2,23239.6,75,-35.25,0.609,ML_CE,STOP,RANGE,23262.35,23236.8,180.0,577.5000000000546,23237.2,23296.492307692304
85,2024-06-06,2024-06-06 09:37:00,CE,22788.15,22815.65,75,1092.75,0.6115,ORB+ML_CE,Drawdown,RANGE,22781.5,22712.8,420.0,2268.75,22797.15,22920.665384615386
86,2024-06-07,2024-06-07 09:58:00,CE,23279.9,23282.3,75,-24.0,0.6278,ML_CE,STOP,RANGE,23319.1,23236.25,120.0,375.0,23282.56666666667,23344.526923076923
87,2024-06-12,2024-06-12 09:31:00,CE,23351.45,23350.45,75,-87.0,0.6165,ML_CE,STOP,RANGE,23394.15,23367.5,60.0,0.0,23336.176923076924,23406.93076923077
88,2024-06-13,2024-06-13 09:37:00,CE,23390.4,23399.15,75,-81.75,0.5975,ML_CE,STOP,RANGE,23407.8,23386.0,420.0,716.2499999999454,23395.4,23440.057692307684
89,2024-06-18,2024-06-18 09:36:00,CE,23554.45,23548.55,75,-403.5,0.5733,ORB+ML_CE,TIME_EXIT_WEAK,RANGE,23541.05,23531.85,360.0,3.7499999999454303,23542.484615384616,23592.953846153847
90,2024-06-20,2024-06-20 09:58:00,CE,23576.5,23586.5,75,-108.0,0.6373,ML_CE,Drawdown,RANGE,23581.35,23536.35,540.0,806.25,23581.5,23632.715384615385
91,2024-06-21,2024-06-21 09:33:00,CE,23547.65,23558.1,75,573.0,0.6466,ORB+ML_CE,STOP,RANGE,23533.9,23459.65,180.0,982.4999999998909,23556.65,23680.823076923076
92,2024-06-21,2024-06-21 09:42:00,CE,23510.3,23484.7,75,-843.0,0.6561,ML_CE,TIME_EXIT_WEAK,RANGE,23533.9,23459.65,360.0,0.0,23466.76923076923,23649.15769230769
93,2024-06-24,2024-06-24 09:38:00,CE,23530.9,23522.85,75,-69.75,0.6284,ORB+ML_CE,TIME_EXIT_WEAK,RANGE,23519.6,23492.25,360.0,0.0,23511.888461538463,23594.51538461538
94,2024-06-26,2024-06-26 09:34:00,CE,23866.7,23872.85,75,415.5,0.6155,ML_CE,STOP,RANGE,23885.5,23857.0,240.0,581.25,23871.7,23925.9076923077
95,2024-06-26,2024-06-26 09:43:00,CE,23849.55,23888.9,75,2852.25,0.6218,ML_CE,Drawdown,RANGE,23885.5,23857.0,360.0,2943.75,23858.55,23910.561538461545
96,2024-06-26,2024-06-26 09:52:00,CE,23867.2,23879.95,75,887.25,0.626,ML_CE,STOP,RANGE,23885.5,23857.0,360.0,1042.4999999998363,23876.2,23935.85769230769
97,2024-06-28,2024-06-28 09:40:00,CE,24015.25,24035.6,75,1482.75,0.6009,ML_CE,STOP,RANGE,24108.1,24063.1,240.0,1657.4999999998909,24024.25,24122.957692307693
