target,side,ensemble_size,members,recommended,weighted_auc,weighted_average_precision,weighted_ece,weighted_brier,weighted_expectancy,weighted_profit_factor,weighted_net_pnl
directional_ce,ce,3,"[{'model': 'lgbm', 'weight': 0.3463508406548344, 'selection_score': 0.4534950509772194}, {'model': 'catboost', 'weight': 0.33639968575639556, 'selection_score': 0.4404654897109106}, {'model': 'random_forest', 'weight': 0.3172494735887701, 'selection_score': 0.4153911274637674}]",True,0.601367024286833,0.4807297570417093,0.021341962835422987,0.2357071817537164,157.3876594929007,1.6828195452856667,385936.44893468934
directional_pe,pe,3,"[{'model': 'xgboost', 'weight': 0.3487518935130923, 'selection_score': 0.38399854258605154}, {'model': 'catboost', 'weight': 0.3296693804714604, 'selection_score': 0.3629874532323793}, {'model': 'lgbm', 'weight': 0.32157872601544724, 'selection_score': 0.3540791158800553}]",True,0.5642979916132723,0.4608075982353621,0.00923119690941748,0.24064511992031162,86.49920845542596,1.5107782132579284,71719.77576839562
quality_profitable_ce,ce,3,"[{'model': 'catboost', 'weight': 0.3882499601705963, 'selection_score': 0.49443207251812815}, {'model': 'random_forest', 'weight': 0.3178033319700234, 'selection_score': 0.40471906297185917}, {'model': 'lgbm', 'weight': 0.2939467078593803, 'selection_score': 0.37433791342292344}]",True,0.5761617748749319,0.4667870340128854,0.022302700398377957,0.2394865118807303,302.07863244497867,1.7968419280057528,336247.79196199647
quality_profitable_pe,pe,3,"[{'model': 'catboost', 'weight': 0.34352811802013966, 'selection_score': 0.3259216132869465}, {'model': 'xgboost', 'weight': 0.33728514674975874, 'selection_score': 0.3199986068097087}, {'model': 'lgbm', 'weight': 0.31918673523010166, 'selection_score': 0.30282777516304893}]",True,0.5338096977901388,0.44518331177736703,0.011900603376947814,0.24338237143232846,67.53856166642947,1.2834328134942965,179553.93122124393
stop_hit_ce,ce,3,"[{'model': 'lgbm', 'weight': 0.3392988386082529, 'selection_score': 0.38107418302709956}, {'model': 'catboost', 'weight': 0.33596810896191837, 'selection_score': 0.37733336539251133}, {'model': 'xgboost', 'weight': 0.32473305242982886, 'selection_score': 0.3647150198455863}]",True,0.6514719605978967,0.310354313075464,0.02867041247229859,0.15341919449117475,212.50905777353103,1.452493122065033,116069.3806307189
stop_hit_pe,pe,3,"[{'model': 'lgbm', 'weight': 0.35588888878181324, 'selection_score': 0.5095131322971722}, {'model': 'catboost', 'weight': 0.32756337458677665, 'selection_score': 0.46896052749166184}, {'model': 'xgboost', 'weight': 0.3165477366314101, 'selection_score': 0.4531898406964038}]",True,0.7022493412586259,0.33903854930004146,0.01897543200242683,0.14376249828655632,287.20632194006737,1.4335939077593995,121040.23621311464
target_hit_ce,ce,3,"[{'model': 'catboost', 'weight': 0.40851296909452506, 'selection_score': 0.776932066846923}, {'model': 'lgbm', 'weight': 0.3121952533799153, 'selection_score': 0.5937498239183986}, {'model': 'random_forest', 'weight': 0.27929177752555967, 'selection_score': 0.531172213325925}]",True,0.6291937422175898,0.5382571866250804,0.020942137294584467,0.23408180114469335,663.208329172074,2.463404053421905,335356.15073504887
target_hit_pe,pe,3,"[{'model': 'xgboost', 'weight': 0.35738945452101545, 'selection_score': 0.46145372400252993}, {'model': 'lgbm', 'weight': 0.32514028967544856, 'selection_score': 0.4198142826991961}, {'model': 'catboost', 'weight': 0.3174702558035359, 'selection_score': 0.40991089677483183}]",True,0.5844174636810004,0.5064357651869807,0.016648191115804598,0.24168034575345834,143.6100656707874,1.5953389446490758,190204.91083929018
