trade_idx,check_bar,eqs,action,actual_pnl,outcome
1170,3,78.0,Hold,290.6249999999891,win
1171,3,25.0,Exit,-386.6249999999782,loss
1172,3,65.0,Trail,289.50000000000546,win
1173,3,45.0,ScaleOut,-385.49999999999454,loss
1174,3,65.0,Trail,294.0000000000218,win
1175,3,25.0,Exit,-390.0000000000109,loss
1176,3,53.0,Trail,213.0,win
1177,3,45.0,ScaleOut,-349.5,loss
1178,3,80.0,Hold,173.25000000003274,win
1179,3,25.0,Exit,-329.6250000000164,loss
1180,3,53.0,Trail,-108.3749999999618,loss
1181,3,45.0,ScaleOut,-85.87500000004366,loss
1182,3,68.0,Trail,-128.99999999993452,loss
1183,3,25.0,Exit,-41.25000000006549,loss
1184,3,50.0,Trail,-32.25000000000546,loss
1185,3,60.0,Trail,-32.25000000000546,loss
1186,3,70.0,Hold,90.00000000001637,win
1187,3,33.0,ScaleOut,-132.75000000001637,loss
1188,3,50.0,Trail,167.24999999995634,win
1189,3,53.0,Trail,-169.12499999997817,loss
1190,3,50.0,Trail,346.1249999999727,win
1191,3,63.0,Trail,-347.99999999999454,loss
1192,3,70.0,Hold,269.6250000000218,win
1193,3,43.0,ScaleOut,-271.50000000004366,loss
1194,3,50.0,Trail,305.6249999999891,win
1195,3,63.0,Trail,-307.5000000000109,loss
1196,3,85.0,Hold,482.24999999995634,win
1197,3,25.0,Exit,-484.1249999999782,loss
1198,3,58.0,Trail,388.8750000000055,win
1199,3,45.0,ScaleOut,-424.5000000000273,loss
1200,3,65.0,Trail,414.74999999995634,win
1201,3,25.0,Exit,-450.3749999999782,loss
1202,3,80.0,Hold,350.24999999996726,win
1203,3,25.0,Exit,-418.1249999999836,loss
1204,3,73.0,Hold,599.9999999999891,win
1205,3,45.0,ScaleOut,-542.9999999999945,loss
1206,3,75.0,Hold,488.99999999996726,win
1207,3,25.0,Exit,-487.4999999999836,loss
1208,3,48.0,ScaleOut,259.12499999998363,win
1209,3,45.0,ScaleOut,-344.99999999998363,loss
1210,3,65.0,Trail,193.8749999999509,win
1211,3,33.0,ScaleOut,-279.7499999999509,loss
1212,3,65.0,Trail,71.25000000001637,win
1213,3,33.0,ScaleOut,-157.12500000001637,loss
1214,3,53.0,Trail,253.49999999998363,win
1215,3,45.0,ScaleOut,-339.37499999998363,loss
1216,3,53.0,Trail,314.25,win
1217,3,45.0,ScaleOut,-400.125,loss
1218,3,65.0,Trail,292.87499999995634,win
1219,3,28.0,Exit,-353.9999999999618,loss
1220,3,73.0,Hold,315.37499999998363,win
1221,3,25.0,Exit,-350.62499999998363,loss
1222,3,80.0,Hold,415.5,win
1223,3,25.0,Exit,-450.75,loss
1224,3,73.0,Hold,371.2499999999891,win
1225,3,45.0,ScaleOut,-428.62499999999454,loss
1226,3,65.0,Trail,288.7499999999891,win
1227,3,45.0,ScaleOut,-387.37499999999454,loss
1228,3,70.0,Hold,-190.8749999999891,loss
1229,3,53.0,Trail,75.74999999997817,win
1230,3,70.0,Hold,-53.62500000002183,loss
1231,3,40.0,ScaleOut,-61.499999999989086,loss
1232,3,35.0,ScaleOut,239.24999999997272,win
1233,3,85.0,Hold,-196.12499999999451,loss
1234,3,35.0,ScaleOut,295.4999999999727,win
1235,3,85.0,Hold,-252.37499999999451,loss
1236,3,55.0,Trail,352.87499999995634,win
1237,3,58.0,Trail,-309.7499999999782,loss
1238,3,63.0,Trail,429.3749999999891,win
1239,3,50.0,Trail,-386.2500000000109,loss
1240,3,50.0,Trail,572.2499999999563,win
1241,3,70.0,Hold,-529.1249999999782,loss
1242,3,50.0,Trail,533.9999999999673,win
1243,3,70.0,Hold,-509.9999999999836,loss
1244,3,43.0,ScaleOut,430.5,win
1245,3,70.0,Hold,-458.25,loss
1246,3,80.0,Hold,383.2499999999782,win
1247,3,25.0,Exit,-434.6249999999891,loss
1248,3,80.0,Hold,346.1249999999727,win
1249,3,25.0,Exit,-409.87499999999454,loss
1250,3,80.0,Hold,358.49999999995634,win
1251,3,45.0,ScaleOut,-422.2499999999782,loss
1252,3,65.0,Trail,176.2499999999891,win
1253,3,45.0,ScaleOut,-331.12499999999454,loss
1254,3,70.0,Hold,-3.375000000043656,loss
1255,3,33.0,ScaleOut,-194.6249999999618,loss
1256,3,65.0,Trail,-164.24999999999454,loss
1257,3,40.0,ScaleOut,-33.750000000010914,loss
1258,3,50.0,Trail,78.74999999998909,win
1259,3,48.0,ScaleOut,-276.74999999999454,loss
1260,3,73.0,Hold,11.999999999950887,win
1261,3,25.0,Exit,-135.3749999999509,loss
1262,3,53.0,Trail,-142.87499999997817,loss
1263,3,45.0,ScaleOut,142.87499999995634,win
1264,3,58.0,Trail,-107.99999999999454,loss
1265,3,45.0,ScaleOut,107.99999999997272,win
1266,3,70.0,Hold,-207.00000000002728,loss
1267,3,28.0,Exit,207.00000000000543,win
1268,3,65.0,Trail,-231.74999999999451,loss
1269,3,28.0,Exit,231.74999999997272,win
1270,3,50.0,Trail,-182.24999999997817,loss
1271,3,48.0,ScaleOut,182.24999999995637,win
1272,3,80.0,Hold,-189.00000000004368,loss
1273,3,25.0,Exit,189.00000000002183,win
1274,3,60.0,Trail,-210.0000000000109,loss
1275,3,45.0,ScaleOut,216.37500000000543,win
1276,3,58.0,Trail,-244.87500000002183,loss
1277,3,45.0,ScaleOut,321.0000000000109,win
1278,3,35.0,ScaleOut,-604.8749999999945,loss
1279,3,60.0,Trail,723.7499999999891,win
1280,3,45.0,ScaleOut,-587.2500000000055,loss
1281,3,53.0,Trail,688.5000000000109,win
1282,3,55.0,Trail,-543.7500000000109,loss
1283,3,45.0,ScaleOut,601.5000000000218,win
1284,3,63.0,Trail,-299.24999999999454,loss
1285,3,70.0,Hold,269.9999999999891,win
1286,3,70.0,Hold,70.87499999993997,win
1287,3,70.0,Hold,-100.12499999994544,loss
1288,3,70.0,Hold,-184.50000000002728,loss
1289,3,50.0,Trail,155.25000000002183,win
1290,3,35.0,ScaleOut,-456.74999999999454,loss
1291,3,58.0,Trail,427.4999999999891,win
1292,3,45.0,ScaleOut,-390.0000000000109,loss
1293,3,85.0,Hold,334.50000000000546,win
1294,3,25.0,Exit,-476.2499999999836,loss
1295,3,85.0,Hold,466.49999999996726,win
1296,3,45.0,ScaleOut,-312.7500000000164,loss
1297,3,58.0,Trail,231.75,win
1298,3,63.0,Trail,-150.75,loss
1299,3,85.0,Hold,69.74999999998363,win
1300,3,70.0,Hold,-76.50000000001637,loss
1301,3,70.0,Hold,130.5,win
1302,3,45.0,ScaleOut,31.499999999994543,win
1303,3,70.0,Hold,42.74999999999454,win
1304,3,55.0,Trail,-385.8749999999891,loss
1305,3,58.0,Trail,460.1249999999782,win
1306,3,35.0,ScaleOut,-587.625,loss
1307,3,65.0,Trail,689.25,win
1308,3,55.0,Trail,-477.7500000000164,loss
1309,3,65.0,Trail,492.0000000000328,win
1310,3,55.0,Trail,-500.2500000000164,loss
1311,3,58.0,Trail,514.5000000000327,win
1312,3,25.0,Exit,-395.6249999999836,loss
1313,3,85.0,Hold,359.25,win
1314,3,45.0,ScaleOut,-386.6250000000328,loss
1315,3,65.0,Trail,350.2500000000491,win
1316,3,25.0,Exit,-449.6250000000164,loss
1317,3,85.0,Hold,413.2500000000328,win
1318,3,25.0,Exit,-303.3750000000164,loss
1319,3,70.0,Hold,182.62500000003277,win
1320,3,45.0,ScaleOut,-362.99999999996726,loss
1321,3,73.0,Hold,242.24999999998363,win
1322,3,45.0,ScaleOut,-303.3750000000164,loss
1323,3,70.0,Hold,182.62500000003277,win
1324,3,25.0,Exit,101.62499999998364,win
1325,3,73.0,Hold,-222.3749999999673,loss
1326,3,70.0,Hold,162.375,win
1327,3,50.0,Trail,-283.12499999998363,loss
1328,3,33.0,ScaleOut,123.0,win
1329,3,70.0,Hold,-243.74999999998363,loss
1330,3,25.0,Exit,204.37500000004368,win
1331,3,50.0,Trail,-285.0000000000382,loss
1332,3,25.0,Exit,-165.74999999997272,loss
1333,3,78.0,Hold,85.12499999997817,win
1334,3,28.0,Exit,8.625000000027285,win
1335,3,50.0,Trail,-89.25000000002183,loss
1336,3,38.0,ScaleOut,-87.0,loss
1337,3,70.0,Hold,18.75000000001637,win
1338,3,25.0,Exit,-11.625000000032742,loss
1339,3,50.0,Trail,-56.62499999995089,loss
1340,3,35.0,ScaleOut,-417.7500000000164,loss
1341,3,73.0,Hold,349.50000000003274,win
1342,3,43.0,ScaleOut,-130.5000000000491,loss
1343,3,70.0,Hold,42.75000000004911,win
1344,3,58.0,Trail,-308.62499999999454,loss
1345,3,50.0,Trail,243.7499999999891,win
1346,3,25.0,Exit,-421.4999999999891,loss
1347,3,53.0,Trail,356.9999999999782,win
1348,3,45.0,ScaleOut,-325.8750000000164,loss
1349,3,50.0,Trail,245.6250000000164,win
1350,3,55.0,Trail,-436.4999999999891,loss
1351,3,50.0,Trail,386.9999999999782,win
1352,3,35.0,ScaleOut,-188.24999999994543,loss
1353,3,73.0,Hold,38.99999999993997,win
1354,3,45.0,ScaleOut,-11.624999999978172,loss
1355,3,53.0,Trail,-137.62500000002728,loss
1356,3,55.0,Trail,-336.74999999999454,loss
1357,3,85.0,Hold,187.4999999999891,win
1358,3,38.0,ScaleOut,-235.8749999999891,loss
1359,3,70.0,Hold,30.74999999997817,win
1360,3,38.0,ScaleOut,-86.24999999995634,loss
1361,3,70.0,Hold,-118.87500000005456,loss
1362,3,45.0,ScaleOut,-270.7499999999727,loss
1363,3,65.0,Trail,65.6249999999618,win
1364,3,45.0,ScaleOut,-236.99999999997272,loss
1365,3,65.0,Trail,31.8749999999618,win
1366,3,58.0,Trail,-113.24999999997272,loss
1367,3,50.0,Trail,-91.8750000000382,loss
1368,3,25.0,Exit,-17.624999999972715,loss
1369,3,78.0,Hold,-187.5000000000382,loss
1370,3,70.0,Hold,50.25000000002183,win
1371,3,50.0,Trail,-222.00000000002728,loss
1372,3,35.0,ScaleOut,-47.62499999994543,loss
1373,3,85.0,Hold,-124.12500000006004,loss
1374,3,38.0,ScaleOut,142.4999999999891,win
1375,3,50.0,Trail,-314.24999999999454,loss
1376,3,35.0,ScaleOut,-100.49999999999454,loss
1377,3,73.0,Hold,-32.99999999999454,loss
1378,3,35.0,ScaleOut,226.50000000002183,win
1379,3,70.0,Hold,-356.2500000000109,loss
1380,3,55.0,Trail,-73.12500000001091,loss
1381,3,58.0,Trail,-80.99999999997817,loss
1382,3,70.0,Hold,-249.0000000000164,loss
1383,3,38.0,ScaleOut,243.7500000000164,win
1384,3,40.0,ScaleOut,-308.6250000000491,loss
1385,3,43.0,ScaleOut,303.3750000000491,win
1386,3,25.0,Exit,-200.62500000006548,loss
1387,3,70.0,Hold,195.37500000006548,win
1388,3,45.0,ScaleOut,-199.5,loss
1389,3,70.0,Hold,194.25,win
1390,3,55.0,Trail,110.99999999998364,win
1391,3,80.0,Hold,-116.24999999998364,loss
1392,3,70.0,Hold,430.5,win
1393,3,70.0,Hold,-435.75,loss
1394,3,70.0,Hold,475.5,win
1395,3,70.0,Hold,-480.75,loss
1396,3,50.0,Trail,141.74999999997272,win
1397,3,50.0,Trail,-130.49999999999454,loss
1398,3,50.0,Trail,-97.87499999997816,loss
1399,3,70.0,Hold,109.12499999995634,win
1400,3,35.0,ScaleOut,-274.5000000000273,loss
1401,3,73.0,Hold,285.75000000000546,win
1402,3,55.0,Trail,-497.2499999999782,loss
1403,3,85.0,Hold,508.49999999995634,win
1404,3,55.0,Trail,-490.8749999999891,loss
1405,3,85.0,Hold,495.7499999999782,win
1406,3,35.0,ScaleOut,-415.49999999999454,loss
1407,3,58.0,Trail,344.9999999999891,win
1408,3,45.0,ScaleOut,-341.2500000000109,loss
1409,3,85.0,Hold,221.2499999999891,win
1410,3,55.0,Trail,-365.9999999999782,loss
1411,3,85.0,Hold,245.99999999995637,win
1412,3,35.0,ScaleOut,-216.375,loss
1413,3,78.0,Hold,48.0,win
1414,3,25.0,Exit,-99.37499999998364,loss
1415,3,85.0,Hold,-69.00000000001637,loss
1416,3,55.0,Trail,-283.875,loss
1417,3,78.0,Hold,115.5,win
1418,3,35.0,ScaleOut,-119.62499999993452,loss
1419,3,73.0,Hold,-48.75000000006549,loss
1420,3,43.0,ScaleOut,130.5,win
1421,3,70.0,Hold,-280.125,loss
1422,3,63.0,Trail,-43.875,loss
1423,3,50.0,Trail,-105.75,loss
1424,3,35.0,ScaleOut,-98.99999999993452,loss
1425,3,73.0,Hold,-50.62500000006549,loss
1426,3,63.0,Trail,-85.49999999996726,loss
1427,3,50.0,Trail,-7.875000000032742,loss
1428,3,63.0,Trail,-169.87499999996726,loss
1429,3,50.0,Trail,76.49999999996726,win
1430,3,50.0,Trail,-106.12499999999454,loss
1431,3,70.0,Hold,28.875000000005457,win
1432,3,35.0,ScaleOut,-219.74999999997817,loss
1433,3,78.0,Hold,142.4999999999891,win
1434,3,55.0,Trail,-342.37499999999454,loss
1435,3,65.0,Trail,265.12500000000546,win
1436,3,35.0,ScaleOut,-408.7500000000109,loss
1437,3,65.0,Trail,331.5000000000218,win
1438,3,45.0,ScaleOut,-323.25,loss
1439,3,65.0,Trail,160.5,win
1440,3,45.0,ScaleOut,-315.0000000000109,loss
1441,3,65.0,Trail,144.00000000002183,win
1442,3,25.0,Exit,-272.99999999999454,loss
1443,3,78.0,Hold,59.999999999989086,win
1444,3,25.0,Exit,-217.87500000003277,loss
1445,3,80.0,Hold,-25.499999999967255,loss
1446,3,45.0,ScaleOut,-247.5000000000109,loss
1447,3,58.0,Trail,9.000000000021828,win
1448,3,25.0,Exit,-240.0000000000109,loss
1449,3,85.0,Hold,-5.999999999978172,loss
1450,3,48.0,ScaleOut,-39.000000000043656,loss
1451,3,50.0,Trail,-191.99999999994543,loss
1452,3,25.0,Exit,-115.87500000001636,loss
1453,3,78.0,Hold,-96.74999999996726,loss
1454,3,53.0,Trail,105.37500000001091,win
1455,3,50.0,Trail,-288.3749999999891,loss
1456,3,25.0,Exit,123.0,win
1457,3,73.0,Hold,-271.87499999998363,loss
1458,3,45.0,ScaleOut,198.3749999999673,win
1459,3,53.0,Trail,-329.24999999996726,loss
1460,3,63.0,Trail,264.3749999999891,win
1461,3,50.0,Trail,-328.4999999999782,loss
1462,3,38.0,ScaleOut,316.49999999996726,win
1463,3,70.0,Hold,-375.3749999999509,loss
1464,3,45.0,ScaleOut,404.24999999994543,win
1465,3,53.0,Trail,-436.12499999994,loss
1466,3,55.0,Trail,317.6249999999509,win
1467,3,53.0,Trail,-307.8749999999509,loss
1468,3,70.0,Hold,417.74999999996726,win
1469,3,50.0,Trail,-407.99999999996726,loss
1470,3,50.0,Trail,505.5,win
1471,3,70.0,Hold,-495.75,loss
1472,3,70.0,Hold,413.99999999996726,win
1473,3,50.0,Trail,-449.9999999999836,loss
1474,3,70.0,Hold,319.4999999999782,win
1475,3,50.0,Trail,-402.7499999999891,loss
1476,3,50.0,Trail,282.74999999996726,win
1477,3,70.0,Hold,-384.3749999999836,loss
1478,3,43.0,ScaleOut,223.49999999995637,win
1479,3,25.0,Exit,-354.7499999999782,loss
1480,3,60.0,Trail,268.5000000000109,win
1481,3,45.0,ScaleOut,-377.2500000000055,loss
1482,3,80.0,Hold,232.50000000004368,win
1483,3,25.0,Exit,-359.2500000000218,loss
1484,3,80.0,Hold,99.00000000002184,win
1485,3,25.0,Exit,-292.5000000000109,loss
1486,3,53.0,Trail,128.99999999996726,win
1487,3,45.0,ScaleOut,-307.49999999998363,loss
1488,3,50.0,Trail,80.25000000002183,win
1489,3,53.0,Trail,-248.25000000002728,loss
1490,3,70.0,Hold,-7.874999999950887,loss
1491,3,28.0,Exit,-141.7500000000491,loss
1492,3,50.0,Trail,109.50000000000546,win
1493,3,53.0,Trail,-221.2500000000109,loss
1494,3,73.0,Hold,266.2499999999891,win
1495,3,25.0,Exit,-376.12499999999454,loss
1496,3,73.0,Hold,169.49999999997817,win
1497,3,25.0,Exit,-278.2499999999727,loss
1498,3,80.0,Hold,383.62499999994543,win
1499,3,25.0,Exit,-434.24999999994,loss
1500,3,60.0,Trail,384.7500000000109,win
1501,3,45.0,ScaleOut,-435.3750000000055,loss
1502,3,80.0,Hold,334.50000000003274,win
1503,3,25.0,Exit,-410.2500000000164,loss
1504,3,68.0,Trail,215.2499999999673,win
1505,3,25.0,Exit,-340.49999999996726,loss
1506,3,53.0,Trail,258.7499999999891,win
1507,3,45.0,ScaleOut,-372.37499999999454,loss
1508,3,73.0,Hold,249.7500000000109,win
1509,3,25.0,Exit,-367.8750000000055,loss
1510,3,75.0,Hold,204.7500000000109,win
1511,3,25.0,Exit,-345.37500000000546,loss
1512,3,55.0,Trail,176.2499999999891,win
1513,3,45.0,ScaleOut,-331.12499999999454,loss
1514,3,75.0,Hold,139.49999999997817,win
1515,3,25.0,Exit,-312.7499999999891,loss
1516,3,75.0,Hold,63.749999999989086,win
1517,3,25.0,Exit,-274.87499999999454,loss
1518,3,55.0,Trail,59.999999999989086,win
1519,3,45.0,ScaleOut,-272.99999999999454,loss
1520,3,75.0,Hold,-1.499999999989086,loss
1521,3,25.0,Exit,-213.00000000002183,loss
1522,3,43.0,ScaleOut,-175.8749999999891,loss
1523,3,45.0,ScaleOut,-38.62500000002183,loss
1524,3,48.0,ScaleOut,-151.12500000002183,loss
1525,3,45.0,ScaleOut,-63.374999999989086,loss
1526,3,45.0,ScaleOut,-201.75000000002183,loss
1527,3,53.0,Trail,-12.749999999989086,loss
1528,3,70.0,Hold,-277.87500000000546,loss
1529,3,50.0,Trail,104.62499999999454,win
1530,3,70.0,Hold,-326.62500000000546,loss
1531,3,33.0,ScaleOut,167.2500000000109,win
1532,3,53.0,Trail,-219.0000000000164,loss
1533,3,45.0,ScaleOut,58.87500000003274,win
1534,3,58.0,Trail,-107.625,loss
1535,3,45.0,ScaleOut,-52.49999999998363,loss
1536,3,70.0,Hold,-268.4999999999509,loss
1537,3,33.0,ScaleOut,108.37499999996726,win
1538,3,70.0,Hold,-268.4999999999509,loss
1539,3,28.0,Exit,108.37499999996726,win
1540,3,73.0,Hold,-209.99999999998363,loss
1541,3,25.0,Exit,49.875,win
1542,3,58.0,Trail,-189.7499999999509,loss
1543,3,45.0,ScaleOut,29.624999999967255,win
1544,3,50.0,Trail,-141.37500000002728,loss
1545,3,58.0,Trail,12.750000000021828,win
1546,3,35.0,ScaleOut,-248.6250000000491,loss
1547,3,63.0,Trail,127.12500000004913,win
1548,3,55.0,Trail,-189.0000000000164,loss
1549,3,65.0,Trail,67.50000000001637,win
1550,3,35.0,ScaleOut,-126.00000000003274,loss
1551,3,65.0,Trail,4.500000000032742,win
1552,3,55.0,Trail,93.37499999996726,win
1553,3,58.0,Trail,-214.8749999999673,loss
1554,3,35.0,ScaleOut,135.00000000001637,win
1555,3,73.0,Hold,-256.5000000000164,loss
1556,3,63.0,Trail,243.0,win
1557,3,50.0,Trail,-364.5,loss
1558,3,70.0,Hold,178.12500000001637,win
1559,3,50.0,Trail,-313.50000000003274,loss
1560,3,70.0,Hold,260.24999999996726,win
1561,3,70.0,Hold,-373.1249999999836,loss
1562,3,70.0,Hold,242.62500000000543,win
1563,3,50.0,Trail,-345.7500000000273,loss
1564,3,33.0,ScaleOut,302.24999999995634,win
1565,3,70.0,Hold,-394.1249999999782,loss
1566,3,48.0,ScaleOut,321.75,win
1567,3,50.0,Trail,-403.875,loss
1568,3,55.0,Trail,137.62500000000546,win
1569,3,58.0,Trail,-226.8750000000109,loss
1570,3,43.0,ScaleOut,302.9999999999727,win
1571,3,70.0,Hold,-380.9999999999782,loss
1572,3,70.0,Hold,329.9999999999891,win
1573,3,50.0,Trail,-407.99999999999454,loss
1574,3,50.0,Trail,278.99999999996726,win
1575,3,70.0,Hold,-382.4999999999836,loss
1576,3,50.0,Trail,257.2500000000109,win
1577,3,35.0,ScaleOut,-371.6250000000055,loss
1578,3,65.0,Trail,141.75,win
1579,3,45.0,ScaleOut,-313.875,loss
1580,3,65.0,Trail,419.9999999999891,win
1581,3,45.0,ScaleOut,-452.99999999999454,loss
1582,3,78.0,Hold,310.5,win
1583,3,25.0,Exit,-398.25,loss
1584,3,73.0,Hold,261.75,win
1585,3,25.0,Exit,-373.875,loss
1586,3,53.0,Trail,244.50000000003277,win
1587,3,45.0,ScaleOut,-365.2500000000164,loss
1588,3,73.0,Hold,216.37500000003277,win
1589,3,25.0,Exit,-342.7500000000164,loss
1590,3,53.0,Trail,-67.49999999995634,loss
1591,3,45.0,ScaleOut,174.3749999999618,win
1592,3,73.0,Hold,-39.37499999995634,loss
1593,3,25.0,Exit,146.2499999999618,win
1594,3,68.0,Trail,-101.24999999995634,loss
1595,3,25.0,Exit,208.1249999999618,win
1596,3,53.0,Trail,-109.87500000002184,loss
1597,3,45.0,ScaleOut,258.0000000000273,win
1598,3,53.0,Trail,-95.24999999998909,loss
1599,3,25.0,Exit,243.37499999999451,win
1600,3,50.0,Trail,-163.87499999997272,loss
1601,3,45.0,ScaleOut,311.9999999999782,win
1602,3,50.0,Trail,-127.87499999995087,loss
1603,3,25.0,Exit,278.2499999999509,win
1604,3,50.0,Trail,-636.375,loss
1605,3,60.0,Trail,786.75,win
1606,3,50.0,Trail,-625.4999999999945,loss
1607,3,60.0,Trail,764.9999999999891,win
1608,3,25.0,Exit,-619.1250000000055,loss
1609,3,60.0,Trail,752.2500000000109,win
1610,3,45.0,ScaleOut,-539.9999999999836,loss
1611,3,70.0,Hold,593.9999999999673,win
1612,3,25.0,Exit,-457.4999999999836,loss
1613,3,55.0,Trail,428.99999999996726,win
1614,3,25.0,Exit,-206.62500000003277,loss
1615,3,73.0,Hold,64.50000000003274,win
1616,3,45.0,ScaleOut,-362.625,loss
1617,3,60.0,Trail,239.25,win
1618,3,25.0,Exit,-346.1250000000218,loss
1619,3,80.0,Hold,206.25000000004368,win
1620,3,25.0,Exit,-208.1250000000109,loss
1621,3,68.0,Trail,31.500000000021828,win
1622,3,45.0,ScaleOut,-305.9999999999782,loss
1623,3,48.0,ScaleOut,197.99999999997272,win
1624,3,48.0,ScaleOut,-314.24999999999454,loss
1625,3,45.0,ScaleOut,215.6249999999891,win
1626,3,28.0,Exit,-279.3750000000109,loss
1627,3,70.0,Hold,180.75000000000543,win
1628,3,53.0,Trail,-297.37499999999454,loss
1629,3,50.0,Trail,198.7499999999891,win
1630,3,25.0,Exit,-322.1249999999618,loss
1631,3,73.0,Hold,223.49999999995637,win
1632,3,25.0,Exit,-344.6249999999618,loss
1633,3,73.0,Hold,245.99999999995637,win
1634,3,45.0,ScaleOut,-387.37499999999454,loss
1635,3,73.0,Hold,288.7499999999891,win
1636,3,45.0,ScaleOut,-332.625,loss
1637,3,60.0,Trail,179.25,win
1638,3,25.0,Exit,-158.9999999999618,loss
1639,3,68.0,Trail,-18.375000000043656,loss
1640,3,25.0,Exit,-102.7499999999618,loss
1641,3,75.0,Hold,-74.62500000004366,loss
1642,3,45.0,ScaleOut,-128.62499999999454,loss
1643,3,55.0,Trail,-48.750000000010914,loss
1644,3,45.0,ScaleOut,-125.2499999999618,loss
1645,3,53.0,Trail,-52.125000000043656,loss
1646,3,60.0,Trail,103.12499999998909,win
1647,3,50.0,Trail,-280.49999999999454,loss
1648,3,60.0,Trail,213.0,win
1649,3,70.0,Hold,-349.5,loss
1650,3,60.0,Trail,204.3749999999891,win
1651,3,70.0,Hold,-320.9999999999782,loss
1652,3,43.0,ScaleOut,30.3750000000382,win
1653,3,70.0,Hold,-139.50000000002728,loss
1654,3,35.0,ScaleOut,-64.5,loss
1655,3,73.0,Hold,-14.999999999983627,loss
1656,3,35.0,ScaleOut,-8.250000000027285,loss
1657,3,78.0,Hold,-39.74999999997817,loss
1658,3,25.0,Exit,12.000000000005455,win
1659,3,85.0,Hold,-60.000000000010914,loss
1660,3,45.0,ScaleOut,33.37499999993997,win
1661,3,85.0,Hold,-81.37499999994543,loss
1662,3,55.0,Trail,78.37499999993997,win
1663,3,53.0,Trail,-126.37499999994544,loss
1664,3,50.0,Trail,240.37499999995637,win
1665,3,70.0,Hold,-288.3749999999618,loss
1666,3,70.0,Hold,358.1249999999891,win
1667,3,50.0,Trail,-374.24999999999454,loss
1668,3,70.0,Hold,112.87499999995634,win
1669,3,70.0,Hold,-128.9999999999618,loss
1670,3,50.0,Trail,9.374999999989086,win
1671,3,70.0,Hold,-25.499999999994543,loss
1672,3,85.0,Hold,-203.6250000000491,loss
1673,3,35.0,ScaleOut,228.3750000000491,win
1674,3,85.0,Hold,-316.1250000000491,loss
1675,3,25.0,Exit,352.1250000000491,win
1676,3,35.0,ScaleOut,-412.8750000000328,loss
1677,3,25.0,Exit,523.1250000000164,win
1678,3,55.0,Trail,-544.5000000000546,loss
1679,3,25.0,Exit,697.5000000000437,win
1680,3,35.0,ScaleOut,-711.375,loss
1681,3,25.0,Exit,936.75,win
1682,3,55.0,Trail,-522.3749999999945,loss
1683,3,58.0,Trail,558.7499999999891,win
1684,3,25.0,Exit,-511.8749999999836,loss
1685,3,85.0,Hold,537.7499999999673,win
1686,3,45.0,ScaleOut,-528.7500000000109,loss
1687,3,58.0,Trail,571.5000000000218,win
1688,3,25.0,Exit,-522.0,loss
1689,3,85.0,Hold,558.0,win
1690,3,25.0,Exit,-411.0000000000055,loss
1691,3,73.0,Hold,404.62499999999454,win
1692,3,45.0,ScaleOut,-479.6249999999891,loss
1693,3,60.0,Trail,473.2499999999782,win
1694,3,25.0,Exit,-461.6250000000055,loss
1695,3,60.0,Trail,437.2500000000109,win
1696,3,45.0,ScaleOut,-415.8749999999891,loss
1697,3,80.0,Hold,345.7499999999782,win
1698,3,25.0,Exit,-404.6249999999891,loss
1699,3,80.0,Hold,323.2499999999782,win
1700,3,45.0,ScaleOut,-330.37500000000546,loss
1701,3,48.0,ScaleOut,174.7500000000109,win
1702,3,45.0,ScaleOut,-287.625,loss
1703,3,55.0,Trail,89.25,win
1704,3,25.0,Exit,-136.4999999999891,loss
1705,3,68.0,Trail,-94.87500000002184,loss
1706,3,53.0,Trail,-58.87500000005457,loss
1707,3,45.0,ScaleOut,-172.49999999995634,loss
1708,3,25.0,Exit,-37.5000000000382,loss
1709,3,68.0,Trail,-176.99999999997272,loss
1710,3,53.0,Trail,56.99999999997817,win
1711,3,45.0,ScaleOut,-271.4999999999891,loss
1712,3,73.0,Hold,-30.0000000000382,loss
1713,3,25.0,Exit,-181.87499999995637,loss
1714,3,60.0,Trail,-1.8750000000381988,loss
1715,3,45.0,ScaleOut,-209.99999999995637,loss
1716,3,53.0,Trail,62.250000000010914,win
1717,3,45.0,ScaleOut,-274.12500000000546,loss
1718,3,73.0,Hold,-76.49999999998909,loss
1719,3,25.0,Exit,-147.37500000002183,loss
1720,3,45.0,ScaleOut,-180.75000000002728,loss
1721,3,48.0,ScaleOut,-32.24999999997817,loss
1722,3,73.0,Hold,-45.750000000027285,loss
1723,3,25.0,Exit,-167.24999999997817,loss
1724,3,50.0,Trail,-197.625,loss
1725,3,53.0,Trail,-5.250000000016371,loss
1726,3,50.0,Trail,-142.49999999998363,loss
1727,3,70.0,Hold,-60.37500000003274,loss
1728,3,70.0,Hold,-181.87499999998363,loss
1729,3,40.0,ScaleOut,-21.000000000032745,loss
1730,3,50.0,Trail,-69.37499999998363,loss
1731,3,63.0,Trail,-133.50000000003274,loss
1732,3,78.0,Hold,172.4999999999891,win
1733,3,25.0,Exit,-329.24999999999454,loss
1734,3,53.0,Trail,176.6250000000382,win
1735,3,45.0,ScaleOut,-308.2500000000273,loss
1736,3,80.0,Hold,266.2499999999891,win
1737,3,25.0,Exit,-376.12499999999454,loss
1738,3,60.0,Trail,196.8750000000164,win
1739,3,45.0,ScaleOut,-334.12500000003274,loss
1740,3,60.0,Trail,185.6250000000164,win
