trade_idx,check_bar,eqs,action,actual_pnl,outcome
584,3,53.0,Trail,-94.50000000005456,loss
585,3,55.0,Trail,-101.24999999995634,loss
586,3,53.0,Trail,-101.2500000000382,loss
587,3,55.0,Trail,-94.49999999997272,loss
588,3,50.0,Trail,-221.62500000006003,loss
589,3,63.0,Trail,57.37500000005457,win
590,3,70.0,Hold,-229.5,loss
591,3,38.0,ScaleOut,102.375,win
592,3,50.0,Trail,-199.87499999999451,loss
593,3,63.0,Trail,76.87499999998909,win
594,3,70.0,Hold,-142.1249999999891,loss
595,3,43.0,ScaleOut,40.12499999997817,win
596,3,70.0,Hold,-254.25000000002183,loss
597,3,43.0,ScaleOut,154.1250000000109,win
598,3,85.0,Hold,-96.75000000002184,loss
599,3,25.0,Exit,-3.374999999989086,loss
600,3,78.0,Hold,-1.125000000021828,loss
601,3,55.0,Trail,-98.99999999998909,loss
602,3,70.0,Hold,-162.3750000000491,loss
603,3,43.0,ScaleOut,84.00000000004911,win
604,3,70.0,Hold,-407.625,loss
605,3,50.0,Trail,329.25,win
606,3,35.0,ScaleOut,-351.375,loss
607,3,85.0,Hold,216.75,win
608,3,25.0,Exit,-296.2500000000109,loss
609,3,85.0,Hold,106.50000000002184,win
610,3,45.0,ScaleOut,-315.0000000000109,loss
611,3,65.0,Trail,144.00000000002183,win
612,3,25.0,Exit,-297.7499999999891,loss
613,3,80.0,Hold,109.49999999997816,win
614,3,45.0,ScaleOut,-260.62499999998363,loss
615,3,53.0,Trail,35.24999999996726,win
616,3,45.0,ScaleOut,-256.4999999999891,loss
617,3,53.0,Trail,26.99999999997817,win
618,3,48.0,ScaleOut,-263.62499999996726,loss
619,3,50.0,Trail,100.87499999996726,win
620,3,25.0,Exit,-331.12499999996726,loss
621,3,68.0,Trail,241.4999999999673,win
622,3,58.0,Trail,-332.2499999999509,loss
623,3,50.0,Trail,242.6249999999509,win
624,3,25.0,Exit,-371.6249999999509,loss
625,3,73.0,Hold,281.9999999999509,win
626,3,28.0,Exit,-265.8749999999345,loss
627,3,70.0,Hold,176.24999999993452,win
628,3,25.0,Exit,-396.375,loss
629,3,80.0,Hold,306.75,win
630,3,45.0,ScaleOut,-383.9999999999891,loss
631,3,60.0,Trail,281.9999999999782,win
632,3,45.0,ScaleOut,-353.9999999999891,loss
633,3,53.0,Trail,221.99999999997817,win
634,3,25.0,Exit,-322.1249999999891,loss
635,3,68.0,Trail,158.24999999997817,win
636,3,25.0,Exit,-274.5000000000273,loss
637,3,75.0,Hold,105.75000000000546,win
638,3,45.0,ScaleOut,-317.2499999999782,loss
639,3,75.0,Hold,148.49999999995634,win
640,3,45.0,ScaleOut,-312.0,loss
641,3,75.0,Hold,138.0,win
642,3,45.0,ScaleOut,-234.3750000000109,loss
643,3,48.0,ScaleOut,-16.124999999994543,loss
644,3,40.0,ScaleOut,68.99999999996726,win
645,3,65.0,Trail,-277.49999999998363,loss
646,3,28.0,Exit,25.874999999994543,win
647,3,65.0,Trail,-255.37500000000543,loss
648,3,45.0,ScaleOut,-34.5,loss
649,3,48.0,ScaleOut,-174.00000000001637,loss
650,3,25.0,Exit,12.000000000060028,win
651,3,73.0,Hold,-193.87500000005457,loss
652,3,48.0,ScaleOut,108.75000000004366,win
653,3,45.0,ScaleOut,-290.6250000000382,loss
654,3,25.0,Exit,23.250000000060027,win
655,3,68.0,Trail,-205.12500000005457,loss
656,3,25.0,Exit,133.87500000006003,win
657,3,68.0,Trail,-297.00000000005457,loss
658,3,48.0,ScaleOut,133.12500000001637,win
659,3,50.0,Trail,-291.00000000003274,loss
660,3,43.0,ScaleOut,214.50000000006003,win
661,3,70.0,Hold,-328.87500000005457,loss
662,3,70.0,Hold,290.24999999996726,win
663,3,50.0,Trail,-388.1249999999836,loss
664,3,50.0,Trail,229.49999999997817,win
665,3,70.0,Hold,-357.7499999999891,loss
666,3,70.0,Hold,201.0000000000109,win
667,3,50.0,Trail,-343.50000000000546,loss
668,3,63.0,Trail,115.87500000004913,win
669,3,50.0,Trail,-299.2500000000491,loss
670,3,38.0,ScaleOut,108.74999999998909,win
671,3,70.0,Hold,-281.6249999999782,loss
672,3,58.0,Trail,41.250000000043656,win
673,3,50.0,Trail,-213.00000000002183,loss
674,3,53.0,Trail,-50.25000000001637,loss
675,3,55.0,Trail,-109.87499999996726,loss
676,3,58.0,Trail,44.25,win
677,3,55.0,Trail,-204.37499999998363,loss
678,3,85.0,Hold,-33.37500000001637,loss
679,3,25.0,Exit,-126.74999999996726,loss
680,3,60.0,Trail,-130.50000000002183,loss
681,3,45.0,ScaleOut,-5.624999999956344,loss
682,3,58.0,Trail,-146.24999999995634,loss
683,3,45.0,ScaleOut,10.124999999978172,win
684,3,73.0,Hold,-290.6250000000109,loss
685,3,25.0,Exit,168.37500000002183,win
686,3,50.0,Trail,-341.6249999999509,loss
687,3,70.0,Hold,220.8749999999673,win
688,3,55.0,Trail,-319.87499999994,loss
689,3,70.0,Hold,211.12499999994543,win
690,3,55.0,Trail,-404.6250000000164,loss
691,3,70.0,Hold,323.25000000003274,win
692,3,35.0,ScaleOut,-331.12499999999454,loss
693,3,85.0,Hold,176.2499999999891,win
694,3,55.0,Trail,-266.62500000000546,loss
695,3,53.0,Trail,47.250000000010914,win
696,3,35.0,ScaleOut,-274.1249999999782,loss
697,3,73.0,Hold,62.24999999995634,win
698,3,25.0,Exit,-248.24999999997272,loss
699,3,78.0,Hold,31.8749999999618,win
700,3,45.0,ScaleOut,-260.62499999995634,loss
701,3,58.0,Trail,44.24999999994543,win
702,3,25.0,Exit,-269.6249999999891,loss
703,3,78.0,Hold,53.24999999997817,win
704,3,45.0,ScaleOut,-196.4999999999345,loss
705,3,53.0,Trail,-30.000000000065484,loss
706,3,25.0,Exit,-185.99999999997817,loss
707,3,78.0,Hold,-30.750000000027285,loss
708,3,25.0,Exit,-135.37499999997817,loss
709,3,73.0,Hold,-81.37500000002728,loss
710,3,45.0,ScaleOut,-130.8749999999618,loss
711,3,53.0,Trail,-85.87500000004366,loss
712,3,45.0,ScaleOut,-74.62500000001637,loss
713,3,53.0,Trail,-132.0,loss
714,3,25.0,Exit,75.00000000001637,win
715,3,68.0,Trail,-247.87500000003277,loss
716,3,48.0,ScaleOut,106.49999999996726,win
717,3,45.0,ScaleOut,-279.37499999998363,loss
718,3,63.0,Trail,114.37500000001636,win
719,3,50.0,Trail,-287.25000000003274,loss
720,3,70.0,Hold,140.24999999996726,win
721,3,50.0,Trail,-313.12499999998363,loss
722,3,28.0,Exit,-236.6249999999509,loss
723,3,60.0,Trail,158.2499999999509,win
724,3,53.0,Trail,-184.8749999999673,loss
725,3,40.0,ScaleOut,106.49999999996726,win
726,3,25.0,Exit,-424.5,loss
727,3,68.0,Trail,363.0,win
728,3,25.0,Exit,-344.24999999996726,loss
729,3,75.0,Hold,262.12499999996726,win
730,3,25.0,Exit,-403.875,loss
731,3,75.0,Hold,321.75,win
732,3,45.0,ScaleOut,-374.24999999999454,loss
733,3,75.0,Hold,262.4999999999891,win
734,3,45.0,ScaleOut,-314.99999999998363,loss
735,3,60.0,Trail,143.99999999996726,win
736,3,28.0,Exit,9.750000000010914,win
737,3,60.0,Trail,-218.62500000002183,loss
738,3,60.0,Trail,17.624999999978172,win
739,3,40.0,ScaleOut,-226.4999999999891,loss
740,3,33.0,ScaleOut,-63.374999999989086,loss
741,3,60.0,Trail,-145.50000000002183,loss
742,3,25.0,Exit,69.75000000001091,win
743,3,63.0,Trail,-231.75000000002183,loss
744,3,45.0,ScaleOut,-141.75000000002183,loss
745,3,55.0,Trail,-20.24999999998909,loss
746,3,45.0,ScaleOut,-74.25000000002183,loss
747,3,48.0,ScaleOut,-87.74999999998909,loss
748,3,33.0,ScaleOut,169.1250000000109,win
749,3,65.0,Trail,-296.62500000000546,loss
750,3,40.0,ScaleOut,231.0000000000109,win
751,3,65.0,Trail,-358.50000000000546,loss
752,3,28.0,Exit,177.75000000002183,win
753,3,65.0,Trail,-331.8750000000109,loss
754,3,60.0,Trail,228.7499999999618,win
755,3,50.0,Trail,-338.2499999999727,loss
756,3,28.0,Exit,176.62499999998363,win
757,3,70.0,Hold,-275.62499999998363,loss
758,3,53.0,Trail,288.0,win
759,3,50.0,Trail,-387.0,loss
760,3,63.0,Trail,107.62500000003274,win
761,3,50.0,Trail,-253.50000000003277,loss
762,3,43.0,ScaleOut,179.6250000000491,win
763,3,70.0,Hold,-325.5000000000491,loss
764,3,70.0,Hold,194.25,win
765,3,50.0,Trail,-340.125,loss
766,3,63.0,Trail,72.00000000000546,win
767,3,50.0,Trail,-246.37500000002728,loss
768,3,43.0,ScaleOut,137.24999999995634,win
769,3,70.0,Hold,-311.6249999999782,loss
770,3,43.0,ScaleOut,124.49999999997816,win
771,3,70.0,Hold,-305.2499999999891,loss
772,3,70.0,Hold,-14.625000000043656,loss
773,3,50.0,Trail,-176.62499999997817,loss
774,3,50.0,Trail,45.37499999995634,win
775,3,70.0,Hold,-212.24999999997817,loss
776,3,35.0,ScaleOut,72.37499999997272,win
777,3,78.0,Hold,-239.24999999999451,loss
778,3,55.0,Trail,-137.99999999999454,loss
779,3,58.0,Trail,-28.875000000027285,loss
780,3,35.0,ScaleOut,-122.99999999999454,loss
781,3,85.0,Hold,-20.625000000010917,loss
782,3,70.0,Hold,198.7499999999891,win
783,3,50.0,Trail,-342.37499999999454,loss
784,3,65.0,Trail,58.49999999998363,win
785,3,55.0,Trail,-237.3749999999673,loss
786,3,58.0,Trail,128.25000000003274,win
787,3,55.0,Trail,-307.1250000000164,loss
788,3,70.0,Hold,-64.87500000002183,loss
789,3,38.0,ScaleOut,-96.37499999997272,loss
790,3,70.0,Hold,-181.87499999995637,loss
791,3,38.0,ScaleOut,20.6249999999618,win
792,3,85.0,Hold,-19.875000000021828,loss
793,3,35.0,ScaleOut,-141.37499999997272,loss
794,3,65.0,Trail,-44.624999999989086,loss
795,3,55.0,Trail,-116.62500000000546,loss
796,3,78.0,Hold,-122.25000000000546,loss
797,3,35.0,ScaleOut,-38.999999999989086,loss
798,3,78.0,Hold,-254.99999999995637,loss
799,3,35.0,ScaleOut,93.7499999999618,win
800,3,53.0,Trail,-216.75000000002183,loss
801,3,55.0,Trail,55.500000000027285,win
802,3,50.0,Trail,-193.1250000000382,loss
803,3,58.0,Trail,44.250000000027285,win
804,3,70.0,Hold,-300.0000000000382,loss
805,3,50.0,Trail,151.12500000002728,win
806,3,50.0,Trail,-242.62500000005457,loss
807,3,43.0,ScaleOut,93.75000000004366,win
808,3,70.0,Hold,-132.7499999999618,loss
809,3,50.0,Trail,-10.125000000027285,loss
810,3,78.0,Hold,-107.99999999999454,loss
811,3,35.0,ScaleOut,-34.87499999999454,loss
812,3,78.0,Hold,200.25000000002183,win
813,3,55.0,Trail,-343.1250000000109,loss
814,3,85.0,Hold,126.75,win
815,3,35.0,ScaleOut,-306.375,loss
816,3,50.0,Trail,-127.12500000001636,loss
817,3,58.0,Trail,-102.37499999996726,loss
818,3,78.0,Hold,-47.24999999995089,loss
819,3,35.0,ScaleOut,-182.25000000003277,loss
820,3,78.0,Hold,-144.00000000001637,loss
821,3,35.0,ScaleOut,-85.49999999996726,loss
822,3,53.0,Trail,-130.87499999993452,loss
823,3,55.0,Trail,-76.87500000006548,loss
824,3,73.0,Hold,-175.8749999999618,loss
825,3,35.0,ScaleOut,-25.125000000027285,loss
826,3,73.0,Hold,-309.37499999995634,loss
827,3,35.0,ScaleOut,150.74999999997817,win
828,3,53.0,Trail,-217.1249999999891,loss
829,3,55.0,Trail,58.500000000010914,win
830,3,50.0,Trail,-278.62499999994,loss
831,3,70.0,Hold,128.62499999994543,win
832,3,70.0,Hold,-336.00000000000546,loss
833,3,50.0,Trail,186.0000000000109,win
834,3,50.0,Trail,-317.25000000000546,loss
835,3,70.0,Hold,148.5000000000109,win
836,3,78.0,Hold,-148.49999999997817,loss
837,3,35.0,ScaleOut,-49.500000000027285,loss
838,3,50.0,Trail,-195.75000000002728,loss
839,3,58.0,Trail,-2.249999999978172,loss
840,3,70.0,Hold,-188.9999999999618,loss
841,3,43.0,ScaleOut,-9.000000000043656,loss
842,3,70.0,Hold,-287.99999999999454,loss
843,3,50.0,Trail,89.99999999998909,win
844,3,25.0,Exit,-280.5000000000218,loss
845,3,85.0,Hold,75.00000000004366,win
846,3,55.0,Trail,-252.37500000002183,loss
847,3,58.0,Trail,18.750000000043656,win
848,3,25.0,Exit,-283.50000000000546,loss
849,3,78.0,Hold,81.00000000001091,win
850,3,45.0,ScaleOut,-198.74999999995637,loss
851,3,53.0,Trail,-1.8750000000381988,loss
852,3,55.0,Trail,-252.7499999999618,loss
853,3,53.0,Trail,66.74999999997272,win
854,3,63.0,Trail,-187.5000000000109,loss
855,3,50.0,Trail,1.500000000021828,win
856,3,38.0,ScaleOut,-217.87499999997817,loss
857,3,70.0,Hold,59.999999999989086,win
858,3,58.0,Trail,-248.25000000002728,loss
859,3,50.0,Trail,90.3750000000382,win
860,3,35.0,ScaleOut,-328.1250000000109,loss
861,3,78.0,Hold,170.25000000002183,win
862,3,25.0,Exit,-273.74999999998363,loss
863,3,78.0,Hold,93.0,win
864,3,45.0,ScaleOut,-305.2500000000164,loss
865,3,58.0,Trail,124.50000000003274,win
866,3,25.0,Exit,-294.0000000000164,loss
867,3,80.0,Hold,102.00000000003274,win
868,3,45.0,ScaleOut,-247.49999999998363,loss
869,3,53.0,Trail,24.74999999998363,win
870,3,45.0,ScaleOut,-263.25,loss
871,3,60.0,Trail,40.5,win
872,3,45.0,ScaleOut,-67.87499999997817,loss
873,3,48.0,ScaleOut,-121.87500000001091,loss
874,3,25.0,Exit,-21.749999999994543,loss
875,3,73.0,Hold,-167.99999999999454,loss
876,3,45.0,ScaleOut,137.62500000003274,win
877,3,53.0,Trail,-269.6250000000164,loss
878,3,45.0,ScaleOut,112.49999999998909,win
879,3,53.0,Trail,-232.87499999997817,loss
880,3,28.0,Exit,393.7499999999891,win
881,3,65.0,Trail,-439.87499999999454,loss
882,3,53.0,Trail,415.5,win
883,3,50.0,Trail,-450.75,loss
884,3,25.0,Exit,362.2500000000109,win
885,3,73.0,Hold,-401.6250000000055,loss
886,3,63.0,Trail,407.2500000000109,win
887,3,50.0,Trail,-446.6250000000055,loss
888,3,38.0,ScaleOut,408.3750000000218,win
889,3,70.0,Hold,-426.3750000000273,loss
890,3,85.0,Hold,449.9999999999891,win
891,3,35.0,ScaleOut,-467.99999999999454,loss
892,3,58.0,Trail,355.1249999999782,win
893,3,55.0,Trail,-406.4999999999891,loss
894,3,65.0,Trail,383.2499999999782,win
895,3,25.0,Exit,-434.6249999999891,loss
896,3,65.0,Trail,209.9999999999618,win
897,3,45.0,ScaleOut,-324.37499999995634,loss
898,3,65.0,Trail,257.2500000000109,win
899,3,25.0,Exit,-371.6250000000055,loss
900,3,60.0,Trail,110.24999999996726,win
901,3,45.0,ScaleOut,-298.12499999998363,loss
902,3,50.0,Trail,-324.3750000000109,loss
903,3,58.0,Trail,270.75000000000546,win
904,3,70.0,Hold,-352.5000000000109,loss
905,3,43.0,ScaleOut,298.87500000000546,win
906,3,78.0,Hold,-350.25000000004366,loss
907,3,35.0,ScaleOut,296.6250000000382,win
908,3,58.0,Trail,-292.8749999999782,loss
909,3,55.0,Trail,239.24999999997272,win
910,3,73.0,Hold,-313.1250000000109,loss
911,3,35.0,ScaleOut,293.25000000000546,win
912,3,50.0,Trail,-494.6249999999891,loss
913,3,70.0,Hold,503.2499999999782,win
914,3,70.0,Hold,-472.8750000000055,loss
915,3,43.0,ScaleOut,459.7500000000109,win
916,3,25.0,Exit,-488.62499999999454,loss
917,3,85.0,Hold,491.2499999999891,win
918,3,25.0,Exit,-460.49999999999454,loss
919,3,78.0,Hold,434.9999999999891,win
920,3,45.0,ScaleOut,-464.6250000000164,loss
921,3,78.0,Hold,443.2500000000328,win
922,3,45.0,ScaleOut,-417.0,loss
923,3,75.0,Hold,348.0,win
924,3,25.0,Exit,-322.87500000000546,loss
925,3,68.0,Trail,159.7500000000109,win
926,3,48.0,ScaleOut,-204.75000000000543,loss
927,3,40.0,ScaleOut,2.250000000010914,win
928,3,25.0,Exit,-405.0000000000109,loss
929,3,75.0,Hold,324.0000000000218,win
930,3,45.0,ScaleOut,-388.5000000000055,loss
931,3,55.0,Trail,291.0000000000109,win
932,3,45.0,ScaleOut,-385.125,loss
933,3,48.0,ScaleOut,284.25,win
934,3,25.0,Exit,-202.5000000000109,loss
935,3,68.0,Trail,132.75000000002183,win
936,3,48.0,ScaleOut,40.49999999997272,win
937,3,45.0,ScaleOut,-31.4999999999618,loss
938,3,25.0,Exit,-52.87499999997817,loss
939,3,75.0,Hold,61.874999999989086,win
940,3,48.0,ScaleOut,114.74999999995634,win
941,3,45.0,ScaleOut,-105.74999999994544,loss
942,3,25.0,Exit,31.500000000021828,win
943,3,68.0,Trail,-22.500000000010917,loss
944,3,48.0,ScaleOut,139.50000000000546,win
945,3,45.0,ScaleOut,-130.49999999999454,loss
946,3,25.0,Exit,107.99999999997272,win
947,3,45.0,ScaleOut,-98.9999999999618,loss
948,3,45.0,ScaleOut,94.50000000000546,win
949,3,45.0,ScaleOut,-85.49999999999454,loss
950,3,25.0,Exit,74.24999999997272,win
951,3,45.0,ScaleOut,-65.2499999999618,loss
952,3,40.0,ScaleOut,504.0000000000218,win
953,3,35.0,ScaleOut,-495.0000000000109,loss
954,3,33.0,ScaleOut,337.4999999999891,win
955,3,55.0,Trail,-411.74999999999454,loss
956,3,25.0,Exit,340.5,win
957,3,55.0,Trail,-413.25,loss
958,3,70.0,Hold,-23.625000000021828,loss
959,3,43.0,ScaleOut,-128.24999999997272,loss
960,3,70.0,Hold,-259.8750000000218,loss
961,3,70.0,Hold,108.00000000002728,win
962,3,70.0,Hold,15.749999999978172,win
963,3,43.0,ScaleOut,-167.62499999997272,loss
964,3,53.0,Trail,107.99999999994544,win
965,3,55.0,Trail,-259.87499999994,loss
966,3,78.0,Hold,182.2500000000109,win
967,3,35.0,ScaleOut,-334.12500000000546,loss
968,3,73.0,Hold,100.87499999996726,win
969,3,35.0,ScaleOut,-269.24999999996726,loss
970,3,50.0,Trail,89.24999999997272,win
971,3,58.0,Trail,-234.74999999997817,loss
972,3,70.0,Hold,72.00000000003274,win
973,3,38.0,ScaleOut,-203.6250000000491,loss
974,3,70.0,Hold,57.375,win
975,3,25.0,Exit,-189.0000000000164,loss
976,3,70.0,Hold,108.0,win
977,3,55.0,Trail,-239.6250000000164,loss
978,3,70.0,Hold,112.50000000001636,win
979,3,35.0,ScaleOut,-244.12500000003277,loss
980,3,50.0,Trail,-354.37499999998363,loss
981,3,70.0,Hold,222.7499999999673,win
982,3,70.0,Hold,-268.12499999995634,loss
983,3,38.0,ScaleOut,64.87499999994543,win
984,3,50.0,Trail,-292.87500000000546,loss
985,3,63.0,Trail,112.12499999999454,win
986,3,73.0,Hold,-265.8749999999891,loss
987,3,35.0,ScaleOut,85.12499999997817,win
988,3,50.0,Trail,-280.5000000000218,loss
989,3,70.0,Hold,99.75000000001091,win
990,3,70.0,Hold,-216.00000000000543,loss
991,3,50.0,Trail,47.250000000010914,win
992,3,70.0,Hold,-317.25000000000546,loss
993,3,70.0,Hold,148.5000000000109,win
994,3,58.0,Trail,-127.50000000001091,loss
995,3,55.0,Trail,-77.99999999999454,loss
996,3,58.0,Trail,-85.87500000004366,loss
997,3,55.0,Trail,-119.6249999999618,loss
998,3,70.0,Hold,-324.37499999998363,loss
999,3,38.0,ScaleOut,173.99999999996726,win
1000,3,70.0,Hold,-398.25,loss
1001,3,38.0,ScaleOut,310.5,win
1002,3,50.0,Trail,-424.1249999999509,loss
1003,3,70.0,Hold,386.9999999999509,win
1004,3,70.0,Hold,-486.74999999999454,loss
1005,3,43.0,ScaleOut,537.0000000000055,win
1006,3,50.0,Trail,-565.4999999999945,loss
1007,3,70.0,Hold,644.9999999999891,win
1008,3,50.0,Trail,-462.7500000000164,loss
1009,3,58.0,Trail,490.1250000000328,win
1010,3,70.0,Hold,-513.3750000000164,loss
1011,3,38.0,ScaleOut,540.7500000000327,win
1012,3,40.0,ScaleOut,-499.5,loss
1013,3,63.0,Trail,513.0,win
1014,3,70.0,Hold,-470.9999999999782,loss
1015,3,38.0,ScaleOut,476.2499999999891,win
1016,3,25.0,Exit,-491.2500000000109,loss
1017,3,80.0,Hold,496.5000000000218,win
1018,3,45.0,ScaleOut,-448.8750000000273,loss
1019,3,73.0,Hold,436.5000000000218,win
1020,3,45.0,ScaleOut,-538.4999999999782,loss
1021,3,80.0,Hold,590.9999999999563,win
1022,3,25.0,Exit,-525.0000000000109,loss
1023,3,60.0,Trail,564.0000000000218,win
1024,3,45.0,ScaleOut,-511.4999999999891,loss
1025,3,48.0,ScaleOut,536.9999999999782,win
1026,3,45.0,ScaleOut,-456.375,loss
1027,3,75.0,Hold,426.75,win
1028,3,53.0,Trail,-264.7499999999782,loss
1029,3,45.0,ScaleOut,199.87499999997272,win
1030,3,33.0,ScaleOut,-177.00000000002728,loss
1031,3,65.0,Trail,112.12500000002184,win
1032,3,33.0,ScaleOut,-135.37499999997817,loss
1033,3,65.0,Trail,70.49999999997272,win
1034,3,45.0,ScaleOut,-421.12499999999454,loss
1035,3,60.0,Trail,356.2499999999891,win
1036,3,25.0,Exit,-388.4999999999782,loss
1037,3,73.0,Hold,290.99999999995634,win
1038,3,25.0,Exit,-350.62499999998363,loss
1039,3,75.0,Hold,215.2499999999673,win
1040,3,45.0,ScaleOut,-349.87499999999454,loss
1041,3,75.0,Hold,213.7499999999891,win
1042,3,45.0,ScaleOut,-333.3749999999891,loss
1043,3,75.0,Hold,180.74999999997817,win
1044,3,45.0,ScaleOut,-268.50000000000546,loss
1045,3,55.0,Trail,51.000000000010914,win
1046,3,53.0,Trail,-164.62500000001637,loss
1047,3,45.0,ScaleOut,-75.75,loss
1048,3,33.0,ScaleOut,-17.250000000032742,loss
1049,3,65.0,Trail,-223.12499999998363,loss
1050,3,53.0,Trail,-18.37500000001637,loss
1051,3,45.0,ScaleOut,-222.0,loss
1052,3,25.0,Exit,548.6250000000546,win
1053,3,75.0,Hold,-399.75000000006,loss
1054,3,45.0,ScaleOut,602.6250000000055,win
1055,3,48.0,ScaleOut,-453.7500000000109,loss
1056,3,45.0,ScaleOut,446.2499999999891,win
1057,3,40.0,ScaleOut,-297.37499999999454,loss
1058,3,40.0,ScaleOut,836.2499999999891,win
1059,3,60.0,Trail,-661.1249999999945,loss
1060,3,60.0,Trail,822.7500000000218,win
1061,3,40.0,ScaleOut,-654.3750000000109,loss
1062,3,53.0,Trail,658.8750000000055,win
1063,3,45.0,ScaleOut,-555.0000000000109,loss
1064,3,60.0,Trail,693.7499999999891,win
1065,3,50.0,Trail,-589.8749999999945,loss
1066,3,60.0,Trail,678.0,win
1067,3,35.0,ScaleOut,-582.0,loss
1068,3,60.0,Trail,561.75,win
1069,3,55.0,Trail,-523.875,loss
1070,3,45.0,ScaleOut,434.25,win
1071,3,35.0,ScaleOut,-460.125,loss
1072,3,70.0,Hold,-100.87499999998909,loss
1073,3,70.0,Hold,46.49999999999454,win
1074,3,53.0,Trail,166.49999999999454,win
1075,3,55.0,Trail,-210.37500000000543,loss
1076,3,58.0,Trail,360.00000000004366,win
1077,3,35.0,ScaleOut,-360.0000000000382,loss
1078,3,53.0,Trail,270.00000000004366,win
1079,3,55.0,Trail,-270.0000000000382,loss
1080,3,58.0,Trail,210.3750000000109,win
1081,3,55.0,Trail,-210.37500000000543,loss
1082,3,50.0,Trail,-70.87499999998909,loss
1083,3,70.0,Hold,70.87499999999454,win
1084,3,70.0,Hold,-47.25000000000546,loss
1085,3,70.0,Hold,47.250000000010914,win
1086,3,50.0,Trail,137.2500000000109,win
1087,3,55.0,Trail,-137.25000000000546,loss
1088,3,58.0,Trail,486.0000000000109,win
1089,3,35.0,ScaleOut,-486.0000000000055,loss
1090,3,85.0,Hold,389.2500000000273,win
1091,3,25.0,Exit,-424.1250000000055,loss
1092,3,85.0,Hold,416.25000000004366,win
1093,3,45.0,ScaleOut,-451.1250000000218,loss
1094,3,70.0,Hold,400.5,win
1095,3,25.0,Exit,-443.25,loss
1096,3,50.0,Trail,75.37499999995634,win
1097,3,58.0,Trail,-235.12499999994543,loss
1098,3,70.0,Hold,43.87500000000546,win
1099,3,38.0,ScaleOut,-203.62499999999451,loss
1100,3,50.0,Trail,-36.75000000002183,loss
1101,3,70.0,Hold,-97.49999999995634,loss
1102,3,73.0,Hold,191.6250000000109,win
1103,3,35.0,ScaleOut,-325.8749999999891,loss
1104,3,78.0,Hold,145.50000000002728,win
1105,3,35.0,ScaleOut,-279.75000000000546,loss
1106,3,58.0,Trail,199.49999999997817,win
1107,3,55.0,Trail,-333.74999999995634,loss
1108,3,78.0,Hold,156.75000000002728,win
1109,3,35.0,ScaleOut,-291.00000000000546,loss
1110,3,50.0,Trail,57.74999999999454,win
1111,3,63.0,Trail,-191.99999999997272,loss
1112,3,50.0,Trail,112.87500000001091,win
1113,3,25.0,Exit,-247.1249999999891,loss
1114,3,65.0,Trail,54.375000000043656,win
1115,3,45.0,ScaleOut,-187.5000000000382,loss
1116,3,50.0,Trail,154.50000000006003,win
1117,3,25.0,Exit,-225.75000000005457,loss
1118,3,73.0,Hold,-338.2499999999727,loss
1119,3,25.0,Exit,266.9999999999782,win
1120,3,50.0,Trail,-320.2499999999891,loss
1121,3,63.0,Trail,248.99999999999451,win
1122,3,70.0,Hold,-338.2499999999727,loss
1123,3,43.0,ScaleOut,266.9999999999782,win
1124,3,50.0,Trail,-476.6250000000055,loss
1125,3,50.0,Trail,467.2500000000109,win
1126,3,70.0,Hold,-460.49999999999454,loss
1127,3,50.0,Trail,434.9999999999891,win
1128,3,70.0,Hold,-487.8750000000055,loss
1129,3,50.0,Trail,489.7500000000109,win
1130,3,78.0,Hold,-348.0000000000218,loss
1131,3,35.0,ScaleOut,291.0000000000109,win
1132,3,50.0,Trail,-368.25000000005457,loss
1133,3,63.0,Trail,311.25000000004366,win
1134,3,50.0,Trail,-396.37500000005457,loss
1135,3,70.0,Hold,339.37500000004366,win
1136,3,70.0,Hold,-428.9999999999891,loss
1137,3,70.0,Hold,371.9999999999782,win
1138,3,73.0,Hold,-365.2500000000164,loss
1139,3,35.0,ScaleOut,251.2500000000164,win
1140,3,58.0,Trail,-179.62500000001637,loss
1141,3,55.0,Trail,65.62500000001637,win
1142,3,25.0,Exit,-269.24999999996726,loss
1143,3,85.0,Hold,157.12499999996726,win
1144,3,45.0,ScaleOut,-275.2499999999891,loss
1145,3,58.0,Trail,209.62499999999451,win
1146,3,45.0,ScaleOut,-223.50000000000543,loss
1147,3,85.0,Hold,157.8750000000109,win
1148,3,45.0,ScaleOut,102.74999999999454,win
1149,3,65.0,Trail,-168.3749999999891,loss
1150,3,63.0,Trail,265.87499999999454,win
1151,3,50.0,Trail,-331.4999999999891,loss
1152,3,50.0,Trail,422.2500000000109,win
1153,3,70.0,Hold,-454.1250000000055,loss
1154,3,50.0,Trail,443.2499999999782,win
1155,3,70.0,Hold,-464.6249999999891,loss
1156,3,70.0,Hold,535.5,win
1157,3,50.0,Trail,-510.75,loss
1158,3,43.0,ScaleOut,509.25,win
1159,3,70.0,Hold,-497.625,loss
1160,3,85.0,Hold,550.5,win
1161,3,35.0,ScaleOut,-518.25,loss
1162,3,65.0,Trail,485.62500000004366,win
1163,3,55.0,Trail,-481.8750000000382,loss
1164,3,65.0,Trail,493.5000000000109,win
1165,3,55.0,Trail,-489.7500000000055,loss
1166,3,78.0,Hold,373.5000000000109,win
1167,3,35.0,ScaleOut,-429.7500000000055,loss
1168,3,50.0,Trail,273.7499999999891,win
1169,3,58.0,Trail,-369.7499999999782,loss
