date,open,high,low,close,volume
2026-08-13 09:54:00,57692.75,57704.4,57691.2,57704.4,0
2026-08-13 09:55:00,57707.4,57715.85,57691.25,57696.25,0
2026-08-13 09:56:00,57697.2,57699.55,57681.85,57688.35,0
2026-08-13 09:57:00,57689.55,57689.55,57673.1,57680.65,0
2026-08-13 09:58:00,57678.4,57689.75,57669.55,57687.95,0
2026-08-13 09:59:00,57688.8,57704.8,57687.4,57698.0,0
2026-08-13 10:00:00,57698.55,57702.45,57684.7,57685.25,0
2026-08-13 10:01:00,57685.7,57688.45,57676.35,57681.5,0
2026-08-13 10:02:00,57682.85,57682.85,57671.85,57674.65,0
2026-08-13 10:03:00,57677.85,57693.0,57669.85,57688.85,0
2026-08-13 10:04:00,57689.15,57693.4,57667.0,57668.75,0
2026-08-13 10:05:00,57672.85,57676.85,57662.05,57670.55,0
2026-08-13 10:06:00,57673.25,57674.6,57664.0,57670.0,0
2026-08-13 10:07:00,57674.3,57675.9,57664.4,57667.1,0
2026-08-13 10:08:00,57668.95,57670.15,57645.9,57651.2,0
2026-08-13 10:09:00,57651.75,57686.1,57643.2,57660.15,0
2026-08-13 10:10:00,57663.65,57673.45,57651.45,57661.15,0
2026-08-13 10:11:00,57664.95,57666.35,57628.25,57630.2,0
2026-08-13 10:12:00,57630.95,57630.95,57610.85,57622.6,0
2026-08-13 10:13:00,57626.2,57634.3,57613.7,57617.45,0
2026-08-13 10:14:00,57618.6,57619.95,57603.95,57611.7,0
2026-08-13 10:15:00,57613.4,57620.05,57606.3,57607.6,0
2026-08-13 10:16:00,57608.25,57608.25,57583.55,57589.55,0
2026-08-13 10:17:00,57592.05,57592.3,57574.7,57581.4,0
2026-08-13 10:18:00,57586.5,57592.85,57579.9,57585.45,0
2026-08-13 10:19:00,57588.5,57593.5,57581.9,57586.55,0
2026-08-13 10:20:00,57588.6,57590.65,57572.05,57581.9,0
2026-08-13 10:21:00,57580.3,57605.8,57580.3,57604.0,0
2026-08-13 10:22:00,57603.2,57608.15,57598.2,57606.55,0
2026-08-13 10:23:00,57608.45,57608.45,57586.0,57587.05,0
2026-08-13 10:24:00,57591.15,57592.6,57579.65,57588.35,0
2026-08-13 10:25:00,57590.35,57600.95,57588.45,57593.7,0
2026-08-13 10:26:00,57593.75,57604.35,57591.8,57603.5,0
2026-08-13 10:27:00,57604.65,57605.15,57592.2,57600.9,0
2026-08-13 10:28:00,57600.3,57601.6,57586.6,57591.7,0
2026-08-13 10:29:00,57593.85,57599.9,57577.9,57581.85,0
2026-08-13 10:30:00,57582.75,57583.95,57554.05,57556.15,0
2026-08-13 10:31:00,57561.25,57577.5,57554.8,57572.65,0
2026-08-13 10:32:00,57575.25,57592.1,57571.95,57589.4,0
2026-08-13 10:33:00,57595.6,57601.0,57584.55,57587.8,0
2026-08-13 10:34:00,57589.75,57590.7,57577.4,57589.7,0
2026-08-13 10:35:00,57590.0,57593.55,57583.15,57589.1,0
2026-08-13 10:36:00,57587.65,57590.7,57579.25,57584.6,0
2026-08-13 10:37:00,57583.9,57588.95,57577.8,57583.1,0
2026-08-13 10:38:00,57587.6,57587.6,57566.45,57575.4,0
2026-08-13 10:39:00,57578.3,57578.8,57570.35,57574.45,0
2026-08-13 10:40:00,57574.55,57577.15,57568.8,57573.1,0
2026-08-13 10:41:00,57575.0,57590.05,57565.9,57589.5,0
2026-08-13 10:42:00,57587.95,57601.9,57585.95,57599.1,0
2026-08-13 10:43:00,57601.05,57601.2,57577.8,57588.15,0
2026-08-13 10:44:00,57588.55,57602.45,57581.75,57601.3,0
2026-08-13 10:45:00,57602.45,57603.05,57587.55,57596.5,0
2026-08-13 10:46:00,57597.75,57612.05,57592.15,57607.7,0
2026-08-13 10:47:00,57609.85,57620.85,57605.35,57617.05,0
2026-08-13 10:48:00,57618.65,57627.5,57611.9,57623.95,0
2026-08-13 10:49:00,57625.35,57632.4,57620.75,57629.9,0
2026-08-13 10:50:00,57631.55,57635.35,57621.9,57631.65,0
2026-08-13 10:51:00,57632.2,57639.45,57627.95,57639.0,0
2026-08-13 10:52:00,57639.6,57648.05,57634.1,57635.1,0
2026-08-13 10:53:00,57641.7,57645.9,57632.15,57641.75,0
2026-08-13 10:54:00,57643.2,57651.65,57634.75,57645.6,0
2026-08-13 10:55:00,57647.1,57650.1,57638.25,57645.55,0
2026-08-13 10:56:00,57648.05,57656.15,57644.55,57652.3,0
2026-08-13 10:57:00,57654.1,57655.1,57645.3,57649.2,0
2026-08-13 10:58:00,57649.45,57650.65,57634.75,57635.55,0
2026-08-13 10:59:00,57637.7,57641.0,57632.1,57634.2,0
2026-08-13 11:00:00,57638.75,57639.8,57620.5,57623.55,0
2026-08-13 11:01:00,57626.2,57627.05,57598.2,57600.1,0
2026-08-13 11:02:00,57603.05,57604.05,57591.45,57602.4,0
2026-08-13 11:03:00,57603.1,57608.85,57591.1,57595.4,0
2026-08-13 11:04:00,57597.1,57597.75,57578.8,57583.25,0
2026-08-13 11:05:00,57583.7,57590.35,57573.0,57579.7,0
2026-08-13 11:06:00,57579.55,57579.55,57565.65,57571.0,0
2026-08-13 11:07:00,57575.6,57575.95,57563.35,57574.4,0
2026-08-13 11:08:00,57574.9,57582.0,57570.25,57580.4,0
2026-08-13 11:09:00,57581.3,57600.5,57581.05,57595.45,0
2026-08-13 11:10:00,57599.2,57600.85,57591.55,57596.15,0
2026-08-13 11:11:00,57599.25,57601.05,57589.35,57593.25,0
2026-08-13 11:12:00,57595.0,57595.45,57580.2,57584.3,0
2026-08-13 11:13:00,57584.95,57588.65,57577.3,57580.95,0
2026-08-13 11:14:00,57583.5,57584.7,57571.3,57573.45,0
2026-08-13 11:15:00,57574.15,57575.9,57557.1,57561.3,0
2026-08-13 11:16:00,57562.3,57562.45,57551.95,57556.25,0
2026-08-13 11:17:00,57557.6,57562.2,57553.3,57561.15,0
2026-08-13 11:18:00,57563.45,57572.2,57560.25,57568.65,0
2026-08-13 11:19:00,57571.9,57575.7,57566.1,57570.7,0
2026-08-13 11:20:00,57572.95,57574.15,57563.6,57568.9,0
2026-08-13 11:21:00,57569.45,57570.6,57548.6,57555.6,0
2026-08-13 11:22:00,57560.3,57577.55,57557.15,57576.25,0
2026-08-13 11:23:00,57575.55,57584.25,57568.45,57568.95,0
2026-08-13 11:24:00,57571.7,57578.15,57565.5,57576.0,0
2026-08-13 11:25:00,57574.0,57593.4,57571.65,57591.5,0
2026-08-13 11:26:00,57591.8,57596.85,57584.45,57592.6,0
2026-08-13 11:27:00,57592.6,57595.4,57585.85,57595.0,0
2026-08-13 11:28:00,57594.65,57599.95,57586.35,57598.8,0
2026-08-13 11:29:00,57599.1,57601.75,57591.75,57595.0,0
2026-08-13 11:30:00,57596.3,57600.45,57588.4,57590.5,0
2026-08-13 11:31:00,57592.75,57602.0,57589.8,57598.85,0
2026-08-13 11:32:00,57600.1,57605.35,57592.7,57599.95,0
2026-08-13 11:33:00,57600.5,57605.05,57590.35,57594.9,0
2026-08-13 11:34:00,57598.0,57602.8,57589.85,57594.55,0
2026-08-13 11:35:00,57598.0,57610.05,57595.25,57608.1,0
2026-08-13 11:36:00,57609.25,57627.3,57604.75,57620.4,0
2026-08-13 11:37:00,57623.15,57628.2,57615.2,57619.45,0
2026-08-13 11:38:00,57620.7,57624.3,57609.3,57612.7,0
2026-08-13 11:39:00,57614.15,57626.8,57610.3,57624.4,0
2026-08-13 11:40:00,57627.85,57634.8,57622.15,57624.35,0
2026-08-13 11:41:00,57625.65,57626.65,57611.95,57615.2,0
2026-08-13 11:42:00,57616.9,57617.45,57603.15,57604.6,0
2026-08-13 11:43:00,57607.95,57614.35,57598.9,57601.6,0
2026-08-13 11:44:00,57606.35,57612.0,57593.9,57610.15,0
2026-08-13 11:45:00,57611.35,57631.8,57610.15,57617.55,0
2026-08-13 11:46:00,57617.7,57620.75,57600.35,57602.7,0
2026-08-13 11:47:00,57603.95,57607.7,57597.8,57599.4,0
2026-08-13 11:48:00,57601.35,57602.05,57593.35,57593.95,0
2026-08-13 11:49:00,57598.25,57598.7,57581.9,57592.15,0
2026-08-13 11:50:00,57594.0,57596.25,57585.4,57593.3,0
2026-08-13 11:51:00,57595.55,57605.75,57590.7,57603.15,0
2026-08-13 11:52:00,57604.3,57612.9,57599.55,57607.3,0
2026-08-13 11:53:00,57606.85,57616.65,57606.8,57613.85,0
2026-08-13 11:54:00,57614.25,57614.25,57598.85,57604.6,0
2026-08-13 11:55:00,57606.35,57608.35,57591.4,57601.15,0
2026-08-13 11:56:00,57604.2,57604.2,57585.15,57595.95,0
2026-08-13 11:57:00,57598.9,57609.6,57589.75,57607.5,0
2026-08-13 11:58:00,57607.5,57625.7,57603.55,57624.7,0
2026-08-13 11:59:00,57626.1,57648.3,57617.25,57646.05,0
2026-08-13 12:00:00,57648.8,57693.7,57639.55,57686.95,0
2026-08-13 12:01:00,57687.45,57695.1,57679.05,57684.6,0
2026-08-13 12:02:00,57687.65,57705.25,57681.65,57698.8,0
2026-08-13 12:03:00,57697.6,57703.9,57684.55,57701.25,0
2026-08-13 12:04:00,57701.75,57706.5,57688.35,57688.95,0
2026-08-13 12:05:00,57692.3,57692.3,57676.3,57679.7,0
2026-08-13 12:06:00,57685.65,57685.65,57669.35,57681.2,0
2026-08-13 12:07:00,57683.4,57690.15,57674.45,57681.45,0
2026-08-13 12:08:00,57684.9,57690.0,57670.6,57673.75,0
2026-08-13 12:09:00,57678.2,57678.2,57663.35,57667.3,0
2026-08-13 12:10:00,57669.85,57673.1,57659.1,57664.9,0
2026-08-13 12:11:00,57668.7,57668.7,57646.55,57650.55,0
2026-08-13 12:12:00,57655.4,57655.4,57639.35,57641.55,0
2026-08-13 12:13:00,57642.8,57647.85,57635.95,57644.25,0
2026-08-13 12:14:00,57645.2,57661.1,57644.1,57658.8,0
2026-08-13 12:15:00,57660.65,57675.35,57653.65,57667.45,0
2026-08-13 12:16:00,57666.8,57674.35,57648.35,57648.35,0
2026-08-13 12:17:00,57649.65,57652.9,57616.4,57619.8,0
2026-08-13 12:18:00,57624.25,57627.35,57609.6,57615.85,0
2026-08-13 12:19:00,57619.05,57628.4,57617.8,57622.85,0
2026-08-13 12:20:00,57624.95,57627.05,57617.2,57620.1,0
2026-08-13 12:21:00,57623.75,57623.75,57612.3,57613.85,0
2026-08-13 12:22:00,57616.45,57630.2,57612.25,57627.8,0
2026-08-13 12:23:00,57630.5,57645.25,57626.15,57645.15,0
2026-08-13 12:24:00,57644.9,57648.5,57632.05,57642.15,0
2026-08-13 12:25:00,57643.9,57659.9,57640.5,57653.45,0
2026-08-13 12:26:00,57656.35,57668.7,57653.45,57660.45,0
2026-08-13 12:27:00,57662.55,57668.2,57648.7,57655.3,0
2026-08-13 12:28:00,57655.3,57665.4,57655.15,57655.75,0
2026-08-13 12:29:00,57658.85,57665.75,57649.1,57661.85,0
2026-08-13 12:30:00,57666.55,57670.15,57658.7,57662.5,0
2026-08-13 12:31:00,57664.1,57670.9,57650.65,57660.15,0
2026-08-13 12:32:00,57662.9,57664.55,57650.6,57658.45,0
2026-08-13 12:33:00,57661.95,57671.15,57657.8,57665.6,0
2026-08-13 12:34:00,57667.25,57670.05,57658.9,57662.5,0
2026-08-13 12:35:00,57664.9,57668.0,57656.9,57664.55,0
2026-08-13 12:36:00,57667.75,57669.2,57660.5,57665.5,0
2026-08-13 12:37:00,57668.05,57669.2,57658.75,57662.6,0
2026-08-13 12:38:00,57665.15,57666.15,57641.2,57651.2,0
2026-08-13 12:39:00,57651.25,57651.6,57638.35,57643.55,0
2026-08-13 12:40:00,57645.4,57660.05,57643.3,57659.35,0
2026-08-13 12:41:00,57660.5,57671.0,57651.65,57653.35,0
2026-08-13 12:42:00,57653.1,57661.25,57647.45,57656.35,0
2026-08-13 12:43:00,57658.7,57658.8,57643.15,57649.6,0
2026-08-13 12:44:00,57650.9,57659.6,57648.55,57654.4,0
2026-08-13 12:45:00,57655.95,57656.65,57639.8,57643.9,0
2026-08-13 12:46:00,57646.75,57651.4,57629.15,57645.45,0
2026-08-13 12:47:00,57651.4,57651.4,57638.95,57641.05,0
2026-08-13 12:48:00,57643.3,57646.45,57630.7,57632.9,0
2026-08-13 12:49:00,57633.75,57648.25,57633.45,57643.35,0
2026-08-13 12:50:00,57644.3,57645.95,57629.45,57631.9,0
2026-08-13 12:51:00,57632.2,57633.3,57615.3,57622.55,0
2026-08-13 12:52:00,57624.95,57631.55,57620.4,57625.75,0
2026-08-13 12:53:00,57626.7,57638.7,57617.75,57626.2,0
2026-08-13 12:54:00,57630.9,57631.2,57620.6,57627.85,0
2026-08-13 12:55:00,57629.8,57634.1,57625.55,57631.75,0
2026-08-13 12:56:00,57634.45,57634.45,57613.65,57617.3,0
2026-08-13 12:57:00,57618.25,57618.25,57602.35,57602.9,0
2026-08-13 12:58:00,57606.6,57609.0,57601.85,57607.75,0
2026-08-13 12:59:00,57608.05,57617.55,57606.3,57615.25,0
2026-08-13 13:00:00,57617.65,57622.7,57614.8,57617.25,0
2026-08-13 13:01:00,57618.75,57620.45,57609.1,57612.55,0
2026-08-13 13:02:00,57617.75,57620.5,57608.8,57614.9,0
2026-08-13 13:03:00,57614.9,57617.2,57604.0,57610.35,0
2026-08-13 13:04:00,57611.3,57613.15,57592.3,57599.7,0
2026-08-13 13:05:00,57602.3,57609.05,57594.55,57605.4,0
2026-08-13 13:06:00,57607.1,57612.95,57601.2,57610.3,0
2026-08-13 13:07:00,57609.1,57615.6,57599.95,57607.85,0
2026-08-13 13:08:00,57608.05,57610.2,57599.7,57603.7,0
2026-08-13 13:09:00,57607.65,57619.8,57602.45,57617.9,0
2026-08-13 13:10:00,57618.3,57627.7,57613.55,57620.55,0
2026-08-13 13:11:00,57622.45,57624.85,57594.6,57599.35,0
2026-08-13 13:12:00,57601.3,57604.4,57588.15,57596.4,0
2026-08-13 13:13:00,57597.0,57600.15,57574.05,57582.15,0
2026-08-13 13:14:00,57582.15,57594.0,57575.6,57589.65,0
2026-08-13 13:15:00,57592.5,57592.5,57557.45,57558.95,0
2026-08-13 13:16:00,57568.3,57576.95,57563.0,57576.6,0
2026-08-13 13:17:00,57577.55,57602.7,57575.5,57594.6,0
2026-08-13 13:18:00,57595.7,57595.7,57572.6,57576.65,0
2026-08-13 13:19:00,57580.75,57582.4,57561.1,57564.25,0
2026-08-13 13:20:00,57565.95,57577.3,57560.5,57574.45,0
2026-08-13 13:21:00,57577.45,57585.1,57572.2,57582.2,0
2026-08-13 13:22:00,57584.8,57586.95,57574.95,57574.95,0
2026-08-13 13:23:00,57578.45,57579.95,57565.1,57567.85,0
2026-08-13 13:24:00,57567.35,57587.75,57565.85,57586.95,0
2026-08-13 13:25:00,57587.3,57587.3,57565.3,57573.0,0
2026-08-13 13:26:00,57574.3,57580.6,57563.85,57574.45,0
2026-08-13 13:27:00,57577.7,57585.7,57570.95,57582.35,0
2026-08-13 13:28:00,57584.85,57584.85,57572.85,57572.85,0
2026-08-13 13:29:00,57574.95,57579.85,57569.25,57576.9,0
2026-08-13 13:30:00,57579.8,57580.5,57559.25,57562.1,0
2026-08-13 13:31:00,57561.55,57574.0,57553.25,57572.15,0
2026-08-13 13:32:00,57570.4,57593.1,57566.5,57590.7,0
2026-08-13 13:33:00,57591.4,57602.2,57588.6,57589.25,0
2026-08-13 13:34:00,57590.6,57594.7,57567.65,57573.25,0
2026-08-13 13:35:00,57575.15,57588.75,57568.65,57580.85,0
2026-08-13 13:36:00,57581.5,57583.0,57573.85,57579.95,0
2026-08-13 13:37:00,57579.95,57589.55,57572.35,57583.85,0
2026-08-13 13:38:00,57583.85,57592.55,57576.55,57590.1,0
2026-08-13 13:39:00,57591.35,57601.05,57583.45,57597.0,0
2026-08-13 13:40:00,57597.95,57601.05,57592.5,57595.95,0
2026-08-13 13:41:00,57599.8,57599.8,57586.85,57592.8,0
2026-08-13 13:42:00,57595.2,57602.85,57593.9,57600.55,0
2026-08-13 13:43:00,57603.4,57626.7,57599.15,57621.25,0
2026-08-13 13:44:00,57624.85,57636.65,57615.75,57623.15,0
2026-08-13 13:45:00,57625.5,57625.7,57613.7,57621.1,0
2026-08-13 13:46:00,57622.75,57625.85,57618.2,57625.25,0
2026-08-13 13:47:00,57627.5,57649.35,57621.3,57639.9,0
2026-08-13 13:48:00,57641.95,57641.95,57602.35,57602.4,0
2026-08-13 13:49:00,57608.5,57619.85,57592.05,57616.1,0
2026-08-13 13:50:00,57618.6,57622.25,57599.45,57608.5,0
2026-08-13 13:51:00,57609.15,57612.4,57597.45,57608.25,0
2026-08-13 13:52:00,57608.4,57618.2,57602.05,57615.8,0
2026-08-13 13:53:00,57614.1,57618.8,57606.7,57615.55,0
2026-08-13 13:54:00,57617.45,57626.5,57611.2,57618.3,0
2026-08-13 13:55:00,57622.75,57637.3,57617.25,57632.7,0
2026-08-13 13:56:00,57636.8,57643.45,57629.25,57638.65,0
2026-08-13 13:57:00,57637.5,57638.85,57625.4,57634.55,0
2026-08-13 13:58:00,57638.45,57640.15,57623.15,57630.7,0
2026-08-13 13:59:00,57631.6,57653.2,57627.5,57650.3,0
2026-08-13 14:00:00,57650.65,57654.35,57628.95,57633.15,0
2026-08-13 14:01:00,57633.7,57634.85,57610.4,57617.45,0
2026-08-13 14:02:00,57616.9,57625.5,57612.15,57625.5,0
2026-08-13 14:03:00,57626.75,57632.05,57613.75,57630.65,0
2026-08-13 14:04:00,57632.6,57640.3,57625.9,57627.1,0
2026-08-13 14:05:00,57629.45,57631.8,57614.95,57616.1,0
2026-08-13 14:06:00,57620.75,57621.05,57600.75,57602.55,0
2026-08-13 14:07:00,57605.0,57605.65,57596.15,57597.1,0
2026-08-13 14:08:00,57599.55,57603.65,57589.25,57589.55,0
2026-08-13 14:09:00,57592.85,57592.85,57580.7,57589.2,0
2026-08-13 14:10:00,57591.75,57593.75,57584.7,57588.1,0
2026-08-13 14:11:00,57590.75,57596.9,57584.6,57588.3,0
2026-08-13 14:12:00,57590.6,57593.15,57578.95,57583.25,0
2026-08-13 14:13:00,57587.35,57587.7,57573.4,57574.45,0
2026-08-13 14:14:00,57576.1,57590.15,57567.3,57583.3,0
2026-08-13 14:15:00,57583.55,57584.85,57571.45,57578.65,0
2026-08-13 14:16:00,57579.2,57585.3,57573.95,57580.7,0
2026-08-13 14:17:00,57581.9,57582.05,57565.05,57568.1,0
2026-08-13 14:18:00,57568.55,57571.95,57556.45,57557.45,0
2026-08-13 14:19:00,57560.75,57588.45,57554.15,57584.5,0
2026-08-13 14:20:00,57588.95,57598.8,57586.0,57593.9,0
2026-08-13 14:21:00,57592.5,57615.95,57590.55,57615.2,0
2026-08-13 14:22:00,57616.0,57619.85,57604.55,57608.15,0
2026-08-13 14:23:00,57609.55,57613.95,57604.05,57605.85,0
2026-08-13 14:24:00,57607.55,57614.3,57602.55,57608.25,0
2026-08-13 14:25:00,57608.45,57614.3,57601.3,57602.95,0
2026-08-13 14:26:00,57604.05,57618.35,57594.8,57617.45,0
2026-08-13 14:27:00,57618.0,57624.0,57611.25,57617.35,0
2026-08-13 14:28:00,57619.1,57622.9,57603.25,57606.55,0
2026-08-13 14:29:00,57610.05,57621.45,57593.65,57613.4,0
2026-08-13 14:30:00,57616.3,57645.1,57611.8,57630.0,0
2026-08-13 14:31:00,57633.8,57635.2,57618.45,57622.0,0
2026-08-13 14:32:00,57626.7,57626.7,57598.6,57598.6,0
2026-08-13 14:33:00,57604.2,57608.2,57596.9,57597.2,0
2026-08-13 14:34:00,57601.1,57604.25,57594.1,57600.1,0
2026-08-13 14:35:00,57603.9,57603.9,57591.4,57591.4,0
2026-08-13 14:36:00,57595.95,57605.0,57584.55,57600.6,0
2026-08-13 14:37:00,57601.0,57610.85,57597.35,57607.55,0
2026-08-13 14:38:00,57608.85,57611.9,57602.9,57608.25,0
2026-08-13 14:39:00,57610.35,57613.7,57603.2,57607.65,0
2026-08-13 14:40:00,57608.3,57617.7,57604.65,57613.2,0
2026-08-13 14:41:00,57614.05,57618.65,57604.7,57613.0,0
2026-08-13 14:42:00,57613.75,57619.85,57610.05,57610.05,0
2026-08-13 14:43:00,57613.95,57613.95,57598.05,57601.05,0
2026-08-13 14:44:00,57602.9,57607.9,57592.7,57597.5,0
2026-08-13 14:45:00,57602.25,57605.7,57589.8,57599.85,0
2026-08-13 14:46:00,57600.7,57611.75,57592.0,57609.25,0
2026-08-13 14:47:00,57610.95,57614.65,57600.25,57600.7,0
2026-08-13 14:48:00,57601.25,57605.3,57590.1,57595.9,0
2026-08-13 14:49:00,57597.4,57608.35,57594.0,57600.75,0
2026-08-13 14:50:00,57605.0,57625.75,57603.4,57614.55,0
2026-08-13 14:51:00,57615.9,57615.9,57596.05,57603.85,0
2026-08-13 14:52:00,57602.85,57611.35,57599.3,57603.4,0
2026-08-13 14:53:00,57602.4,57607.3,57589.2,57599.65,0
2026-08-13 14:54:00,57598.85,57609.4,57592.55,57601.7,0
2026-08-13 14:55:00,57603.1,57612.2,57594.05,57594.05,0
2026-08-13 14:56:00,57594.8,57604.3,57592.6,57597.3,0
2026-08-13 14:57:00,57597.85,57601.5,57590.45,57598.65,0
2026-08-13 14:58:00,57598.95,57607.7,57570.2,57571.0,0
2026-08-13 14:59:00,57572.35,57593.7,57571.45,57584.9,0
2026-08-13 15:00:00,57587.6,57589.7,57580.1,57585.25,0
2026-08-13 15:01:00,57586.75,57602.65,57586.75,57601.45,0
2026-08-13 15:02:00,57601.05,57619.25,57597.15,57611.85,0
2026-08-13 15:03:00,57612.5,57614.35,57587.25,57603.2,0
2026-08-13 15:04:00,57601.2,57612.3,57592.4,57596.7,0
2026-08-13 15:05:00,57598.95,57598.95,57569.0,57581.75,0
2026-08-13 15:06:00,57586.05,57598.1,57580.2,57587.4,0
2026-08-13 15:07:00,57591.9,57592.35,57581.35,57589.5,0
2026-08-13 15:08:00,57589.85,57596.2,57582.2,57591.5,0
2026-08-13 15:09:00,57593.4,57605.6,57576.0,57599.0,0
2026-08-13 15:10:00,57596.0,57607.75,57580.9,57599.75,0
2026-08-13 15:11:00,57601.05,57603.95,57589.8,57594.0,0
2026-08-13 15:12:00,57595.4,57612.0,57578.0,57600.5,0
2026-08-13 15:13:00,57610.25,57620.35,57596.1,57617.3,0
2026-08-13 15:14:00,57621.6,57621.6,57585.7,57591.0,0
2026-08-13 15:15:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:16:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:17:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:18:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:19:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:20:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:21:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:22:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:23:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:24:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:25:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:26:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:27:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:28:00,57591.0,57591.0,57591.0,57591.0,0
2026-08-13 15:29:00,57591.0,57635.25,57591.0,57635.25,0
2026-08-14 09:15:00,57589.75,57604.7,57501.5,57538.45,0
2026-08-14 09:16:00,57534.5,57553.3,57494.9,57546.85,0
2026-08-14 09:17:00,57544.8,57563.25,57524.4,57559.75,0
2026-08-14 09:18:00,57563.15,57587.4,57540.85,57540.85,0
2026-08-14 09:19:00,57546.7,57550.2,57530.2,57544.25,0
2026-08-14 09:20:00,57542.25,57553.5,57527.05,57530.05,0
2026-08-14 09:21:00,57528.3,57529.4,57491.35,57502.6,0
2026-08-14 09:22:00,57500.35,57520.15,57490.15,57505.6,0
2026-08-14 09:23:00,57507.0,57523.5,57497.05,57516.6,0
2026-08-14 09:24:00,57515.9,57547.45,57509.3,57516.3,0
2026-08-14 09:25:00,57517.25,57525.95,57498.1,57517.1,0
2026-08-14 09:26:00,57518.4,57532.15,57512.05,57528.55,0
2026-08-14 09:27:00,57529.85,57539.35,57512.25,57526.9,0
2026-08-14 09:28:00,57527.2,57534.2,57498.45,57502.35,0
2026-08-14 09:29:00,57504.6,57510.5,57482.1,57489.9,0
2026-08-14 09:30:00,57493.45,57498.95,57476.35,57478.95,0
2026-08-14 09:31:00,57477.6,57487.0,57460.6,57485.15,0
2026-08-14 09:32:00,57482.75,57518.5,57478.2,57488.7,0
2026-08-14 09:33:00,57490.1,57561.5,57487.6,57556.8,0
2026-08-14 09:34:00,57558.8,57559.1,57512.75,57514.4,0
2026-08-14 09:35:00,57517.3,57521.2,57506.05,57519.05,0
2026-08-14 09:36:00,57520.9,57536.1,57517.7,57527.75,0
2026-08-14 09:37:00,57527.95,57536.65,57518.6,57531.85,0
2026-08-14 09:38:00,57533.8,57562.95,57533.8,57545.95,0
