target,fold,psi_vs_fold_1,prob_mean,prob_std,prob_p05,prob_p50,prob_p95,psi_vs_previous_fold
target_hit_ce,4_to_5,,0.3517922451121471,0.14600836409787615,0.13416666666666666,0.33469539375928664,0.5956204379562043,2.403962792714812
target_hit_ce,5_to_6,,0.33432053241831977,0.14675080583056582,0.13160733549083062,0.33417935702199664,0.5896700143472023,0.49885008567558187
target_hit_pe,1,0.0,0.25276518866290393,0.08301659177411282,0.11860553239863585,0.23976319684262457,0.40229885057471265,
target_hit_pe,2,1.49337089287048,0.3521828358468355,0.11681130038133046,0.2028985507246377,0.3100890207715134,0.5443037974683544,
target_hit_pe,3,0.4428579349906131,0.2533453235931471,0.10676760272665124,0.13372093023255813,0.2089086859688196,0.4861111111111111,
target_hit_pe,4,0.3315884261116131,0.28352704356524877,0.08130210132351777,0.15223688445445768,0.3016924208977189,0.4037639007698888,
target_hit_pe,5,0.2646507673472947,0.3558158418089433,0.12057973956843582,0.17495395948434622,0.333502538071066,0.5417766051011433,
target_hit_pe,6,0.6079799989709316,0.3610172038656517,0.12087703616712106,0.16059957173447542,0.33968905837489,0.5835526315789473,
target_hit_pe,1_to_2,,0.3521828358468355,0.11681130038133046,0.2028985507246377,0.3100890207715134,0.5443037974683544,1.49337089287048
target_hit_pe,2_to_3,,0.2533453235931471,0.10676760272665124,0.13372093023255813,0.2089086859688196,0.4861111111111111,3.0115499415639198
target_hit_pe,3_to_4,,0.28352704356524877,0.08130210132351777,0.15223688445445768,0.3016924208977189,0.4037639007698888,1.240513388688904
target_hit_pe,4_to_5,,0.3558158418089433,0.12057973956843582,0.17495395948434622,0.333502538071066,0.5417766051011433,1.1099544367112018
target_hit_pe,5_to_6,,0.3610172038656517,0.12087703616712106,0.16059957173447542,0.33968905837489,0.5835526315789473,0.23925310449133277
stop_hit_ce,1,0.0,0.06562106608063173,0.030980646731117067,0.014537902388369679,0.06312709030100334,0.11466666666666667,
stop_hit_ce,2,4.826470267032024,0.12863857503497217,0.10401867062702783,0.0,0.09764453961456103,0.3152289669861555,
stop_hit_ce,3,1.3132976649712391,0.07359479249392589,0.08357964189848305,0.010835913312693499,0.041767554479418885,0.30625,
stop_hit_ce,4,0.9028757483256507,0.09970645737505085,0.06717766174899845,0.01832460732984293,0.07996560619088564,0.23218390804597702,
stop_hit_ce,5,0.6335442499530937,0.1482026290671532,0.1040984770515216,0.02481589831534349,0.12981510015408315,0.35686578743211794,
stop_hit_ce,6,0.9978554117389984,0.14509003722251096,0.10926462942373877,0.022891188460332394,0.11495946941783346,0.38812042310821804,
stop_hit_ce,1_to_2,,0.12863857503497217,0.10401867062702783,0.0,0.09764453961456103,0.3152289669861555,4.826470267032024
stop_hit_ce,2_to_3,,0.07359479249392589,0.08357964189848305,0.010835913312693499,0.041767554479418885,0.30625,1.5235556034698472
stop_hit_ce,3_to_4,,0.09970645737505085,0.06717766174899845,0.01832460732984293,0.07996560619088564,0.23218390804597702,1.5423209358270906
stop_hit_ce,4_to_5,,0.1482026290671532,0.1040984770515216,0.02481589831534349,0.12981510015408315,0.35686578743211794,1.3594571354965077
stop_hit_ce,5_to_6,,0.14509003722251096,0.10926462942373877,0.022891188460332394,0.11495946941783346,0.38812042310821804,0.33008048377622323
stop_hit_pe,1,0.0,0.08328954412134042,0.12373800973100509,0.0034138655462184874,0.023722627737226276,0.2916666666666667,
stop_hit_pe,2,5.898299015729463,0.11393618197200767,0.10582193798230276,0.03632589517384536,0.08665105386416862,0.2915286322763843,
stop_hit_pe,3,3.9161582069341896,0.0581636674820862,0.09651628093011531,0.013750731421884143,0.013750731421884143,0.23055555555555557,
stop_hit_pe,4,3.77313271196818,0.10740411754237017,0.11839463670240437,0.01726214371738258,0.06222611744084137,0.42,
stop_hit_pe,5,4.047790374441582,0.1407987389878492,0.12051925545621088,0.02356202356202356,0.09549071618037135,0.40802213001383125,
stop_hit_pe,6,3.5063117831617436,0.1266880693308205,0.11546552712951513,0.012053379250968575,0.07667731629392971,0.3717217787913341,
stop_hit_pe,1_to_2,,0.11393618197200767,0.10582193798230276,0.03632589517384536,0.08665105386416862,0.2915286322763843,5.898299015729463
stop_hit_pe,2_to_3,,0.0581636674820862,0.09651628093011531,0.013750731421884143,0.013750731421884143,0.23055555555555557,4.1833910239807945
stop_hit_pe,3_to_4,,0.10740411754237017,0.11839463670240437,0.01726214371738258,0.06222611744084137,0.42,1.1916413174963876
stop_hit_pe,4_to_5,,0.1407987389878492,0.12051925545621088,0.02356202356202356,0.09549071618037135,0.40802213001383125,0.6641057368901679
stop_hit_pe,5_to_6,,0.1266880693308205,0.11546552712951513,0.012053379250968575,0.07667731629392971,0.3717217787913341,0.43999164226638837
