trade_id,side,date,pnl,mfe_rs,mae_rs,capture_pct,giveback_pct,holding_bars,outcome
pe_18,pe,2025-08-21 15:02:00,59.62499999999454,450.0,13.500000000021828,18.749999999998284,86.75000000000122,12.0,win
ce_19,ce,2025-08-21 15:03:00,-277.87500000000546,0.0,463.5000000000218,,,13.0,loss
pe_19,pe,2025-08-21 15:03:00,69.75000000001091,463.5000000000218,0.0,21.04072398190236,84.95145631067797,11.0,win
ce_20,ce,2025-08-21 15:04:00,-67.12500000004366,236.99999999993452,94.50000000004366,-63.92857142865287,128.32278481015283,13.0,loss
pe_20,pe,2025-08-21 15:04:00,-173.9999999999618,94.50000000004366,236.99999999993452,,200.0,13.0,loss
ce_21,ce,2025-08-21 15:05:00,-246.375,0.0,337.5,,,13.0,loss
pe_21,pe,2025-08-21 15:05:00,6.75,337.5,0.0,3.2846715328467155,98.0,13.0,win
ce_22,ce,2025-08-21 15:06:00,-125.24999999998909,141.00000000002183,135.0,-100.0,188.82978723402107,13.0,loss
pe_22,pe,2025-08-21 15:06:00,-129.75000000000546,135.0,141.00000000002183,-100.0,196.11111111111515,13.0,loss
ce_23,ce,2025-08-21 15:07:00,-246.74999999999451,0.0,338.9999999999782,,,13.0,loss
pe_23,pe,2025-08-21 15:07:00,7.499999999989086,338.9999999999782,0.0,3.6231884057922112,97.7876106194721,13.0,win
ce_24,ce,2025-08-21 15:08:00,-244.5,0.0,330.0,,,13.0,loss
pe_24,pe,2025-08-21 15:08:00,3.0,330.0,0.0,1.5151515151515151,99.0909090909091,13.0,win
ce_25,ce,2025-08-21 15:09:00,-195.0000000000382,160.49999999995634,453.00000000006554,-100.0,200.0,13.0,loss
pe_25,pe,2025-08-21 15:09:00,24.375000000043656,453.00000000006554,160.49999999995634,7.593457943937283,94.61920529800439,12.0,win
ce_26,ce,2025-08-21 15:10:00,-191.62500000000543,165.0,448.5000000000218,-100.0,200.0,13.0,loss
pe_26,pe,2025-08-21 15:10:00,21.000000000010917,448.5000000000218,165.0,6.635071090050385,95.31772575250615,13.0,win
ce_27,ce,2025-08-21 15:11:00,-252.37500000002183,83.99999999997817,529.5000000000437,,200.0,13.0,loss
pe_27,pe,2025-08-21 15:11:00,81.75000000002728,529.5000000000437,83.99999999997817,20.566037735853662,84.56090651557686,10.0,win
ce_28,ce,2025-08-21 15:12:00,-271.4999999999891,58.50000000002184,555.0,,200.0,13.0,loss
pe_28,pe,2025-08-21 15:12:00,100.87499999999454,555.0,58.50000000002184,23.847517730495163,81.8243243243253,9.0,win
ce_29,ce,2025-08-21 15:13:00,-315.37500000000546,0.0,613.5000000000218,,,13.0,loss
pe_29,pe,2025-08-21 15:13:00,144.7500000000109,613.5000000000218,0.0,30.06230529595106,76.4058679706592,8.0,win
ce_30,ce,2025-08-21 15:14:00,-208.50000000003277,92.99999999995634,372.00000000004366,,200.0,13.0,loss
pe_30,pe,2025-08-21 15:14:00,0.7500000000327418,372.00000000004366,92.99999999995634,0.3125000000135856,99.79838709676542,13.0,win
ce_61,ce,2025-08-22 09:30:00,-360.3750000000055,0.0,793.5000000000218,,,13.0,loss
pe_61,pe,2025-08-22 09:30:00,234.7500000000109,793.5000000000218,0.0,35.48752834467168,70.41587901701267,1.0,win
ce_62,ce,2025-08-22 09:31:00,-22.875000000060027,373.4999999999127,190.50000000006548,-9.472049689469273,106.12449799198538,13.0,loss
pe_62,pe,2025-08-22 09:31:00,-160.12499999994543,190.50000000006548,373.4999999999127,-100.0,184.05511811017868,13.0,loss
ce_63,ce,2025-08-22 09:32:00,184.87500000002728,732.0000000000435,76.49999999997817,30.812500000002313,74.74385245901416,9.0,win
pe_63,pe,2025-08-22 09:32:00,-306.7500000000218,76.49999999997817,732.0000000000435,,200.0,13.0,loss
ce_64,ce,2025-08-22 09:33:00,242.2500000000109,808.5000000000218,0.0,35.80931263858139,70.03710575139092,8.0,win
pe_64,pe,2025-08-22 09:33:00,-364.1250000000055,0.0,808.5000000000218,,,13.0,loss
ce_65,ce,2025-08-22 09:34:00,56.249999999989086,502.5,132.00000000004366,15.182186234814868,88.80597014925591,10.0,win
pe_65,pe,2025-08-22 09:34:00,-221.62499999997817,132.00000000004366,502.5,-100.0,200.0,13.0,loss
ce_66,ce,2025-08-22 09:35:00,14.624999999967258,466.4999999999782,226.5000000000873,4.372197309407538,96.86495176849562,12.0,win
pe_66,pe,2025-08-22 09:35:00,-165.3749999999509,226.5000000000873,466.4999999999782,-100.0,173.01324503306276,13.0,loss
ce_67,ce,2025-08-22 09:36:00,29.25,486.0000000000218,207.00000000004366,8.26271186440627,93.98148148148175,11.0,win
pe_67,pe,2025-08-22 09:36:00,-179.99999999998363,207.00000000004366,486.0000000000218,-100.0,186.9565217391042,13.0,loss
ce_68,ce,2025-08-22 09:37:00,118.12500000001636,604.5000000000435,88.50000000002184,25.00000000000116,80.459057071959,7.0,win
pe_68,pe,2025-08-22 09:37:00,-268.875,88.50000000002184,604.5000000000435,,200.0,13.0,loss
ce_69,ce,2025-08-22 09:38:00,184.50000000003277,693.0000000000655,0.0,32.88770053476136,73.37662337662117,6.0,win
pe_69,pe,2025-08-22 09:38:00,-335.2500000000164,0.0,693.0000000000655,,,13.0,loss
ce_70,ce,2025-08-22 09:39:00,124.1250000000382,574.5000000000435,4.499999999934516,28.050847457632994,78.39425587466862,5.0,win
pe_70,pe,2025-08-22 09:39:00,-303.37500000004366,4.499999999934516,574.5000000000435,,200.0,13.0,loss
ce_71,ce,2025-08-22 09:40:00,48.749999999989086,473.9999999999782,105.0,14.25438596491,89.71518987341955,7.0,win
pe_71,pe,2025-08-22 09:40:00,-227.99999999999451,105.0,473.9999999999782,,200.0,13.0,loss
ce_72,ce,2025-08-22 09:41:00,-79.49999999994543,303.00000000006554,275.9999999999127,-46.49122807012571,126.23762376235254,13.0,loss
pe_72,pe,2025-08-22 09:41:00,-99.75000000006004,275.9999999999127,303.00000000006554,-69.27083333341703,136.14130434785926,13.0,loss
ce_73,ce,2025-08-22 09:42:00,-69.37500000001091,316.4999999999782,262.5,-37.60162601627053,121.91943127962581,13.0,loss
pe_73,pe,2025-08-22 09:42:00,-109.87499999999454,262.5,316.4999999999782,-84.19540229884639,141.8571428571408,13.0,loss
ce_74,ce,2025-08-22 09:43:00,-67.50000000001091,367.5,357.00000000004366,-28.66242038217024,118.36734693877848,13.0,loss
pe_74,pe,2025-08-22 09:43:00,-75.37499999997817,357.00000000004366,367.5,-33.4999999999838,121.11344537814257,13.0,loss
ce_75,ce,2025-08-22 09:44:00,-299.24999999999454,58.50000000002184,666.0000000000218,,200.0,13.0,loss
pe_75,pe,2025-08-22 09:44:00,156.37500000000546,666.0000000000218,58.50000000002184,29.283707865168363,76.52027027027022,7.0,win
ce_76,ce,2025-08-22 09:45:00,-274.5,135.0,720.0,-100.0,200.0,13.0,loss
pe_76,pe,2025-08-22 09:45:00,164.25,720.0,135.0,27.933673469387756,77.1875,10.0,win
ce_77,ce,2025-08-22 09:46:00,-314.99999999998363,81.00000000002184,773.9999999999782,,200.0,13.0,loss
pe_77,pe,2025-08-22 09:46:00,204.74999999998363,773.9999999999782,81.00000000002184,31.892523364484514,73.54651162790834,5.0,win
ce_78,ce,2025-08-22 09:47:00,-375.75,0.0,855.0,,,13.0,loss
pe_78,pe,2025-08-22 09:47:00,265.5,855.0,0.0,36.72199170124482,68.94736842105263,3.0,win
ce_79,ce,2025-08-22 09:48:00,-194.99999999998363,216.00000000002183,563.9999999999782,-100.0,190.27777777776106,13.0,loss
pe_79,pe,2025-08-22 09:48:00,65.99999999998363,563.9999999999782,216.00000000002183,15.277777777774759,88.29787234042799,9.0,win
ce_80,ce,2025-08-22 09:49:00,-158.62499999996726,289.50000000004366,565.4999999999563,-100.0,154.79274611397008,13.0,loss
pe_80,pe,2025-08-22 09:49:00,48.37499999996726,565.4999999999563,289.50000000004366,11.159169550166581,91.4456233421802,8.0,win
ce_81,ce,2025-08-22 09:50:00,-117.7499999999618,393.00000000006554,608.9999999999782,-45.11494252870967,129.961832061054,13.0,loss
pe_81,pe,2025-08-22 09:50:00,44.24999999997272,608.9999999999782,393.00000000006554,9.276729559743133,92.73399014778747,11.0,win
ce_82,ce,2025-08-22 09:51:00,-34.500000000027285,503.9999999999782,498.0000000000655,-9.274193548394976,106.8452380952438,2.0,loss
pe_82,pe,2025-08-22 09:51:00,-38.9999999999618,498.0000000000655,503.9999999999782,-10.65573770490569,107.83132530119613,11.0,loss
ce_83,ce,2025-08-22 09:52:00,-285.3749999999782,169.50000000004366,832.5,-100.0,200.0,13.0,loss
pe_83,pe,2025-08-22 09:52:00,211.8749999999891,832.5,169.50000000004366,30.24625267665797,74.54954954955086,3.0,win
ce_84,ce,2025-08-22 09:53:00,-412.5000000000109,0.0,1002.0000000000437,,,13.0,loss
pe_84,pe,2025-08-22 09:53:00,339.0000000000218,1002.0000000000437,0.0,38.965517241379864,66.16766467065798,2.0,win
ce_85,ce,2025-08-22 09:54:00,-351.74999999999454,0.0,758.9999999999782,,,13.0,loss
pe_85,pe,2025-08-22 09:54:00,217.4999999999891,758.9999999999782,0.0,34.68899521531047,71.34387351778717,3.0,win
ce_86,ce,2025-08-22 09:55:00,-139.87499999996726,220.50000000006548,352.5,-100.0,163.43537414962617,13.0,loss
pe_86,pe,2025-08-22 09:55:00,-40.87500000001637,352.5,220.50000000006548,-18.537414965993822,111.59574468085572,13.0,loss
ce_87,ce,2025-08-22 09:56:00,-167.2499999999509,196.5000000000873,413.9999999999782,-100.0,185.1145038167311,13.0,loss
pe_87,pe,2025-08-22 09:56:00,-4.125000000032742,413.9999999999782,196.5000000000873,-1.4627659574585323,100.99637681160216,13.0,loss
ce_88,ce,2025-08-22 09:57:00,-23.25,388.5000000000218,222.00000000004366,-9.064327485379346,105.98455598455566,13.0,loss
pe_88,pe,2025-08-22 09:57:00,-148.12499999998363,222.00000000004366,388.5000000000218,-100.0,166.72297297295248,13.0,loss
ce_89,ce,2025-08-22 09:58:00,-239.2499999999673,100.50000000006548,510.0,,200.0,13.0,loss
pe_89,pe,2025-08-22 09:58:00,67.87499999998363,510.0,100.50000000006548,17.956349206344875,86.69117647059144,4.0,win
ce_90,ce,2025-08-22 09:59:00,-164.99999999998363,199.50000000004366,411.0000000000218,-100.0,182.70676691726692,13.0,loss
pe_90,pe,2025-08-22 09:59:00,-6.375,411.0000000000218,199.50000000004366,-2.284946236558961,101.55109489051087,13.0,loss
ce_91,ce,2025-08-22 10:00:00,-123.37500000001636,255.0,355.50000000006554,-100.0,148.3823529411829,13.0,loss
pe_91,pe,2025-08-22 10:00:00,-47.99999999996726,355.50000000006554,255.0,-21.476510067093145,113.50210970462966,13.0,loss
ce_92,ce,2025-08-22 10:01:00,65.24999999996726,527.9999999999563,147.00000000004366,16.477272727266275,87.64204545455063,7.0,win
pe_92,pe,2025-08-22 10:01:00,-220.4999999999673,147.00000000004366,527.9999999999563,-100.0,200.0,13.0,loss
ce_93,ce,2025-08-22 10:02:00,175.5,675.0,0.0,32.32044198895028,74.0,3.0,win
pe_93,pe,2025-08-22 10:02:00,-330.75,0.0,675.0,,,13.0,loss
ce_94,ce,2025-08-22 10:03:00,118.50000000001091,561.0000000000218,0.0,27.622377622378764,78.87700534759246,4.0,win
pe_94,pe,2025-08-22 10:03:00,-302.25000000000546,0.0,561.0000000000218,,,13.0,loss
ce_95,ce,2025-08-22 10:04:00,-68.62499999996726,313.5000000000218,253.4999999999127,-37.80991735534931,121.88995215309808,13.0,loss
pe_95,pe,2025-08-22 10:04:00,-113.62500000004913,253.4999999999127,313.5000000000218,-93.51851851862617,144.8224852071354,13.0,loss
ce_96,ce,2025-08-22 10:05:00,-270.7500000000273,175.49999999995634,786.0000000000218,-100.0,200.0,13.0,loss
pe_96,pe,2025-08-22 10:05:00,187.12500000002183,786.0000000000218,175.49999999995634,28.6123853211033,76.19274809160093,12.0,win
ce_97,ce,2025-08-22 10:06:00,-285.7500000000273,205.49999999995634,906.0000000000218,-100.0,200.0,13.0,loss
pe_97,pe,2025-08-22 10:06:00,239.62500000002183,906.0000000000218,205.49999999995634,30.959302325583344,73.55132450330949,11.0,win
ce_98,ce,2025-08-22 10:07:00,-369.7500000000328,101.99999999993452,1035.0,,200.0,13.0,loss
pe_98,pe,2025-08-22 10:07:00,330.0000000000164,1035.0,101.99999999993452,36.54485049834069,68.11594202898392,9.0,win
ce_99,ce,2025-08-22 10:08:00,-397.8750000000328,64.49999999993452,1072.5,,200.0,13.0,loss
pe_99,pe,2025-08-22 10:08:00,358.1250000000164,1072.5,64.49999999993452,38.078149920256934,66.60839160839008,8.0,win
ce_100,ce,2025-08-22 10:09:00,-394.5,68.99999999997817,1067.9999999999563,,200.0,13.0,loss
pe_100,pe,2025-08-22 10:09:00,354.74999999998363,1067.9999999999563,68.99999999997817,37.90064102564104,66.78370786516872,7.0,win
ce_101,ce,2025-08-22 10:10:00,-290.2499999999891,240.0,992.9999999999563,-100.0,200.0,13.0,loss
pe_101,pe,2025-08-22 10:10:00,274.4999999999782,992.9999999999563,240.0,31.88153310104438,72.35649546827892,7.0,win
ce_102,ce,2025-08-22 10:11:00,-299.2500000000491,229.49999999993452,1008.0000000000655,-100.0,200.0,13.0,loss
pe_102,pe,2025-08-22 10:11:00,284.6250000000491,1008.0000000000655,229.49999999993452,32.49143835616756,71.76339285713982,6.0,win
ce_103,ce,2025-08-22 10:12:00,-460.87500000004366,94.49999999993452,1384.5000000000437,,200.0,13.0,loss
pe_103,pe,2025-08-22 10:12:00,506.6250000000382,1384.5000000000437,94.49999999993452,40.449101796408826,63.40736728060511,4.0,win
ce_104,ce,2025-08-22 10:13:00,-595.4999999999945,0.0,1733.9999999999782,,,13.0,loss
pe_104,pe,2025-08-22 10:13:00,704.9999999999891,1733.9999999999782,0.0,44.00749063670404,59.34256055363334,3.0,win
ce_105,ce,2025-08-22 10:14:00,-532.5000000000109,0.0,1482.0000000000437,,,13.0,loss
pe_105,pe,2025-08-22 10:14:00,579.0000000000218,1482.0000000000437,0.0,42.88888888888912,60.931174089068506,3.0,win
ce_106,ce,2025-08-22 10:15:00,-483.7500000000109,0.0,1287.0000000000437,,,13.0,loss
pe_106,pe,2025-08-22 10:15:00,481.5000000000218,1287.0000000000437,0.0,41.688311688312005,62.58741258741216,2.0,win
ce_107,ce,2025-08-22 10:16:00,-453.7500000000109,0.0,1167.0000000000437,,,13.0,loss
pe_107,pe,2025-08-22 10:16:00,421.5000000000218,1167.0000000000437,0.0,40.724637681159805,63.88174807197892,2.0,win
ce_108,ce,2025-08-22 10:17:00,-355.125,0.0,772.5,,,13.0,loss
pe_108,pe,2025-08-22 10:17:00,224.25,772.5,0.0,35.011709601873534,70.97087378640776,7.0,win
ce_109,ce,2025-08-22 10:18:00,-273.3749999999891,88.50000000002184,622.5,,200.0,13.0,loss
pe_109,pe,2025-08-22 10:18:00,127.12499999999454,622.5,88.50000000002184,25.91743119265944,79.57831325301292,7.0,win
ce_110,ce,2025-08-22 10:19:00,-254.25000000002183,113.99999999997816,597.0000000000435,,200.0,13.0,loss
pe_110,pe,2025-08-22 10:19:00,108.00000000002728,597.0000000000435,113.99999999997816,23.225806451616595,81.90954773869021,6.0,win
ce_111,ce,2025-08-22 10:20:00,-289.12500000000546,67.5,643.5000000000218,,200.0,13.0,loss
pe_111,pe,2025-08-22 10:20:00,142.8750000000109,643.5000000000218,67.5,27.932551319649036,77.79720279720186,5.0,win
ce_112,ce,2025-08-22 10:21:00,-256.4999999999891,111.00000000002184,600.0,,200.0,13.0,loss
pe_112,pe,2025-08-22 10:21:00,110.24999999999454,600.0,111.00000000002184,23.55769230769114,81.62500000000091,4.0,win
ce_113,ce,2025-08-22 10:22:00,-182.25000000000543,210.0,501.0000000000218,-100.0,186.7857142857169,13.0,loss
pe_113,pe,2025-08-22 10:22:00,36.000000000010914,501.0000000000218,210.0,9.75609756097799,92.81437125748316,3.0,win
ce_114,ce,2025-08-22 10:23:00,-178.87499999997272,214.50000000004366,496.4999999999782,-100.0,183.3916083915787,13.0,loss
pe_114,pe,2025-08-22 10:23:00,32.62499999997817,496.4999999999782,214.50000000004366,8.950617283945164,93.42900302115214,2.0,win
ce_115,ce,2025-08-22 10:24:00,2.250000000010914,456.0000000000218,255.0,0.6944444444477661,99.50657894736605,4.0,win
pe_115,pe,2025-08-22 10:24:00,-148.50000000000546,255.0,456.0000000000218,-100.0,158.2352941176492,13.0,loss
ce_116,ce,2025-08-22 10:25:00,193.5000000000109,711.0000000000218,0.0,33.41968911917161,72.78481012658158,2.0,win
pe_116,pe,2025-08-22 10:25:00,-339.75000000000546,0.0,711.0000000000218,,,13.0,loss
ce_117,ce,2025-08-22 10:26:00,-56.62499999997817,267.00000000004366,112.5,-41.944444444414714,121.20786516852769,13.0,loss
pe_117,pe,2025-08-22 10:26:00,-172.5000000000109,112.5,267.00000000004366,,200.0,13.0,loss
ce_118,ce,2025-08-22 10:27:00,-161.2500000000109,127.5,252.00000000004366,,200.0,13.0,loss
pe_118,pe,2025-08-22 10:27:00,-67.87499999997817,252.00000000004366,127.5,-56.56249999996123,126.9345238095105,13.0,loss
ce_119,ce,2025-08-22 10:28:00,-319.12500000000546,0.0,628.5000000000218,,,13.0,loss
pe_119,pe,2025-08-22 10:28:00,152.2500000000109,628.5000000000218,0.0,30.66465256797668,75.77565632458145,12.0,win
ce_120,ce,2025-08-22 10:29:00,-326.24999999998363,6.000000000021828,668.9999999999782,,200.0,13.0,loss
pe_120,pe,2025-08-22 10:29:00,170.99999999998363,668.9999999999782,6.000000000021828,31.84357541899266,74.43946188340969,11.0,win
ce_121,ce,2025-08-22 10:30:00,-301.4999999999345,39.00000000008731,635.9999999999127,,200.0,13.0,loss
pe_121,pe,2025-08-22 10:30:00,146.24999999993452,635.9999999999127,39.00000000008731,29.01785714284918,77.00471698113921,10.0,win
ce_122,ce,2025-08-22 10:31:00,-224.99999999998363,141.00000000002183,533.9999999999782,-100.0,200.0,13.0,loss
pe_122,pe,2025-08-22 10:31:00,69.74999999998363,533.9999999999782,141.00000000002183,17.350746268653587,86.93820224719354,10.0,win
ce_123,ce,2025-08-22 10:32:00,-120.37499999995087,280.50000000006554,394.49999999993446,-81.0606060605372,142.91443850264628,13.0,loss
pe_123,pe,2025-08-22 10:32:00,-34.87500000004911,394.49999999993446,280.50000000006554,-13.285714285736313,108.84030418252341,13.0,loss
ce_124,ce,2025-08-22 10:33:00,-209.2499999999673,162.00000000004366,512.9999999999563,-100.0,200.0,13.0,loss
pe_124,pe,2025-08-22 10:33:00,53.99999999996726,512.9999999999563,162.00000000004366,14.173228346449724,89.4736842105318,8.0,win
ce_125,ce,2025-08-22 10:34:00,-140.62499999998363,253.50000000002183,421.4999999999782,-100.0,155.47337278105385,13.0,loss
pe_125,pe,2025-08-22 10:34:00,-14.625000000016373,421.4999999999782,253.50000000002183,-5.051813471508628,103.46975088968378,13.0,loss
ce_126,ce,2025-08-22 10:35:00,-226.87499999998363,162.00000000004366,583.5000000000218,-100.0,200.0,13.0,loss
pe_126,pe,2025-08-22 10:35:00,89.25,583.5000000000218,162.00000000004366,19.76744186046416,84.70437017994917,6.0,win
ce_127,ce,2025-08-22 10:36:00,-356.62500000000546,0.0,778.5000000000218,,,13.0,loss
pe_127,pe,2025-08-22 10:36:00,227.2500000000109,778.5000000000218,0.0,35.1508120649657,70.80924855491271,4.0,win
ce_128,ce,2025-08-22 10:37:00,-337.49999999998363,0.0,701.9999999999345,,,13.0,loss
pe_128,pe,2025-08-22 10:37:00,188.9999999999673,701.9999999999345,0.0,33.15789473684018,73.07692307692523,3.0,win
ce_129,ce,2025-08-22 10:38:00,-304.5,0.0,570.0,,,13.0,loss
pe_129,pe,2025-08-22 10:38:00,123.0,570.0,0.0,28.08219178082192,78.42105263157895,3.0,win
ce_130,ce,2025-08-22 10:39:00,-291.375,0.0,517.5,,,13.0,loss
pe_130,pe,2025-08-22 10:39:00,96.75,517.5,0.0,25.09727626459144,81.30434782608695,8.0,win
ce_131,ce,2025-08-22 10:40:00,-179.24999999999454,90.0,248.99999999997817,,200.0,13.0,loss
pe_131,pe,2025-08-22 10:40:00,-60.000000000010914,248.99999999997817,90.0,-51.28205128207017,124.09638554217517,13.0,loss
ce_132,ce,2025-08-22 10:41:00,-70.12500000002728,235.49999999995634,103.50000000002184,-67.75362318846074,129.77707006371136,13.0,loss
pe_132,pe,2025-08-22 10:41:00,-169.12499999997817,103.50000000002184,235.49999999995634,,200.0,13.0,loss
ce_133,ce,2025-08-22 10:42:00,-164.6249999999618,109.50000000004366,229.49999999993452,,200.0,13.0,loss
pe_133,pe,2025-08-22 10:42:00,-74.62500000004366,229.49999999993452,109.50000000004366,-76.53846153855773,132.51633986930935,13.0,loss
ce_134,ce,2025-08-22 10:43:00,-206.2500000000109,53.99999999997817,285.0,,200.0,13.0,loss
pe_134,pe,2025-08-22 10:43:00,-32.99999999999454,285.0,53.99999999997817,-21.568627450976827,111.57894736841914,13.0,loss
ce_135,ce,2025-08-22 10:44:00,-172.5000000000109,98.99999999997817,240.0,,200.0,13.0,loss
pe_135,pe,2025-08-22 10:44:00,-66.74999999999454,240.0,98.99999999997817,-61.805555555550505,127.81249999999773,13.0,loss
ce_136,ce,2025-08-22 10:45:00,-175.8749999999618,94.50000000004366,244.49999999993452,,200.0,13.0,loss
pe_136,pe,2025-08-22 10:45:00,-63.375000000043656,244.49999999993452,94.50000000004366,-56.33333333340494,125.9202453987978,13.0,loss
ce_137,ce,2025-08-22 10:46:00,-246.74999999999451,0.0,338.9999999999782,,,13.0,loss
pe_137,pe,2025-08-22 10:46:00,7.499999999989086,338.9999999999782,0.0,3.6231884057922112,97.7876106194721,13.0,win
ce_138,ce,2025-08-22 10:47:00,-85.49999999996726,169.50000000004366,32.999999999956344,-100.0,150.44247787607387,13.0,loss
pe_138,pe,2025-08-22 10:47:00,-187.87500000003277,32.999999999956344,169.50000000004366,,200.0,13.0,loss
ce_139,ce,2025-08-22 10:48:00,-76.50000000001637,202.5,63.000000000065484,-100.0,137.77777777778587,13.0,loss
pe_139,pe,2025-08-22 10:48:00,-181.1249999999673,63.000000000065484,202.5,,200.0,13.0,loss
ce_140,ce,2025-08-22 10:49:00,-214.8749999999673,18.000000000065484,247.5,,200.0,13.0,loss
pe_140,pe,2025-08-22 10:49:00,-42.75000000001637,247.5,18.000000000065484,-37.01298701300119,117.27272727273387,13.0,loss
ce_141,ce,2025-08-22 10:50:00,-176.99999999997272,70.50000000006548,201.00000000002183,,200.0,13.0,loss
pe_141,pe,2025-08-22 10:50:00,-79.12500000000546,201.00000000002183,70.50000000006548,-100.0,139.36567164178948,13.0,loss
ce_142,ce,2025-08-22 10:51:00,-188.62500000002183,76.49999999997817,259.50000000004366,,200.0,13.0,loss
pe_142,pe,2025-08-22 10:51:00,-51.37499999997272,259.50000000004366,76.49999999997817,-40.29411764702363,119.79768786125784,13.0,loss
ce_143,ce,2025-08-22 10:52:00,-193.1250000000382,70.49999999995634,265.5000000000655,,200.0,13.0,loss
pe_143,pe,2025-08-22 10:52:00,-46.87499999995634,265.5000000000655,70.49999999995634,-35.11235955051187,117.65536723161762,13.0,loss
