case_id,entry_ts,exit_ts,symbol,side,qty,lots,entry_price,exit_price,exit_reason,gross_pnl,cost,net_pnl
auto-393,2025-07-02T09:33:00,2025-07-02T09:34:00,BANKNIFTY,CE,30,1,57308.45,57314.15,NEXT_CANDLE,171.00000000013097,66.0,105.00000000013097
auto-394,2025-07-02T09:34:00,2025-07-02T09:35:00,BANKNIFTY,CE,30,1,57314.15,57305.4,NEXT_CANDLE,-262.5,66.0,-328.5
auto-395,2025-07-02T09:35:00,2025-07-02T09:36:00,BANKNIFTY,CE,30,1,57305.4,57322.65,NEXT_CANDLE,517.5,66.0,451.5
auto-396,2025-07-02T09:36:00,2025-07-02T09:37:00,BANKNIFTY,CE,30,1,57322.65,57323.1,NEXT_CANDLE,13.499999999912689,66.0,-52.50000000008731
auto-400,2025-07-02T09:40:00,2025-07-02T09:41:00,BANKNIFTY,CE,30,1,57277.75,57287.9,NEXT_CANDLE,304.50000000004366,66.0,238.50000000004366
auto-401,2025-07-02T09:41:00,2025-07-02T09:42:00,BANKNIFTY,CE,30,1,57287.9,57274.1,NEXT_CANDLE,-414.0000000000873,66.0,-480.0000000000873
