fold,target,model,status,train_rows,calibration_rows,test_rows,train_date_min,train_date_max,calibration_date_min,calibration_date_max,test_date_min,test_date_max,auc,average_precision,pr_auc,brier,ece,target_rate,prob_mean,prob_std,prob_p05,prob_p50,prob_p95,threshold,precision,recall,trade_count,selected_positives,expectancy,profit_factor,max_drawdown,net_pnl,train_max_index,inner_train_max_index,inner_cal_min_index,inner_cal_max_index,test_min_index,nominal_train_end_index,required_purge_bars,required_embargo_bars,actual_gap_bars,passed
4,stop_hit_ce,lgbm,ok,222072,55517,75867,2021-01-01T09:29:00,2023-05-29T14:05:00,2023-05-29T14:06:00,2024-01-02T13:35:00,2024-01-02T14:00:00,2024-10-28T12:32:00,0.699109427545805,0.24636450615268138,0.24636450615268138,0.11604914984724676,0.041517973069711694,0.14064085834420761,0.09970645737505085,0.06717766174899845,0.01832460732984293,0.07996560619088564,0.23218390804597702,0.2777777777777778,0.3422857142857143,0.05613870665417057,1750,599,299.9747142857167,1.9779748485583206,-60431.24999999956,524955.7500000042,277588,222071,222072,277588,277613,277601,12,12,24,True
4,stop_hit_pe,lgbm,ok,222072,55517,75867,2021-01-01T09:29:00,2023-05-29T14:05:00,2023-05-29T14:06:00,2024-01-02T13:35:00,2024-01-02T14:00:00,2024-10-28T12:32:00,0.7670325462207332,0.3374237663168781,0.3374237663168781,0.10329913889842778,0.027700737005720562,0.13510485454809074,0.10740411754237017,0.11839463670240437,0.01726214371738258,0.06222611744084137,0.42,0.08927727916863486,0.25061025223759154,0.721170731707317,29496,7392,9.180863506915951,1.0486496723037342,-239160.37500000081,270798.7499999929,277588,222071,222072,277588,277613,277601,12,12,24,True
5,directional_ce,lgbm,ok,282765,70691,75867,2021-01-01T09:29:00,2024-01-20T12:21:00,2024-01-20T12:22:00,2024-10-28T12:08:00,2024-10-28T12:33:00,2025-08-21T13:29:00,0.6405964603186671,0.4512851765804761,0.4512851765804761,0.21545125159295972,0.022450098610841105,0.3495722778019429,0.33506683668011206,0.12324599483130155,0.14524103831891225,0.32785521115040567,0.5380487804878049,0.5435576421491919,0.4920353982300885,0.041929037366615136,2260,1112,128.86725663716868,1.5676558104247142,-47269.87500000007,291240.0000000012,353455,282764,282765,353455,353480,353468,12,12,24,True
5,directional_pe,lgbm,ok,282765,70691,75867,2021-01-01T09:29:00,2024-01-20T12:21:00,2024-01-20T12:22:00,2024-10-28T12:08:00,2024-10-28T12:33:00,2025-08-21T13:29:00,0.6062036250522179,0.42431219711905077,0.42431219711905077,0.22107163104676641,0.015424726751473439,0.35140443143922917,0.33857432963426165,0.0993171757910766,0.17562828755113968,0.3390160740379931,0.4604012671594509,0.4604012671594509,0.4522782188470832,0.19658664666166542,11588,5241,20.451868312046823,1.0993155603859155,-167968.49999999875,236996.24999999857,353455,282764,282765,353455,353480,353468,12,12,24,True
5,quality_profitable_ce,lgbm,ok,282765,70691,75867,2021-01-01T09:29:00,2024-01-20T12:21:00,2024-01-20T12:22:00,2024-10-28T12:08:00,2024-10-28T12:33:00,2025-08-21T13:29:00,0.5877801224233413,0.43690550100638004,0.43690550100638004,0.2289397287390339,0.015257485114751203,0.3740361421962118,0.36862049743734937,0.08826308805207479,0.21956521739130436,0.37355973317161917,0.5230094959824689,0.5613747954173487,0.5140388768898488,0.016774148077668534,926,476,182.621355291578,1.870526984323097,-26132.999999999993,169107.37500000122,353455,282764,282765,353455,353480,353468,12,12,24,True
5,quality_profitable_pe,lgbm,ok,282765,70691,75867,2021-01-01T09:29:00,2024-01-20T12:21:00,2024-01-20T12:22:00,2024-10-28T12:08:00,2024-10-28T12:33:00,2025-08-21T13:29:00,0.5673405245047956,0.41859074678571373,0.41859074678571373,0.23145448441782468,0.01757478641285443,0.3730871129740203,0.3623557712238149,0.0769336558257295,0.24238791656677056,0.3681796233703525,0.46702470461868956,0.46702470461868956,0.44408242338851706,0.17816640169581346,11356,5043,31.542664670658212,1.1508576114237823,-160308.00000000012,358198.49999999464,353455,282764,282765,353455,353480,353468,12,12,24,True
5,target_hit_ce,lgbm,ok,282765,70691,75867,2021-01-01T09:29:00,2024-01-20T12:21:00,2024-01-20T12:22:00,2024-10-28T12:08:00,2024-10-28T12:33:00,2025-08-21T13:29:00,0.6643730209010129,0.5036536155453771,0.5036536155453771,0.21543331533262028,0.02339490563634719,0.36712931841248503,0.3517922451121471,0.14600836409787615,0.13416666666666666,0.33469539375928664,0.5956204379562043,0.6679802955665025,0.6312684365781711,0.030732775643557246,1356,856,122.76576327433602,1.5864206256002293,-29492.25000000035,166470.37499999965,353455,282764,282765,353455,353480,353468,12,12,24,True
5,target_hit_pe,lgbm,ok,282765,70691,75867,2021-01-01T09:29:00,2024-01-20T12:21:00,2024-01-20T12:22:00,2024-10-28T12:08:00,2024-10-28T12:33:00,2025-08-21T13:29:00,0.6329151379081388,0.47165738830359444,0.47165738830359444,0.22158197019641684,0.017489286259538467,0.3686714908985461,0.3558158418089433,0.12057973956843582,0.17495395948434622,0.333502538071066,0.5417766051011433,0.5417766051011433,0.5299168975069252,0.13678941723274937,7220,3826,34.568507617728315,1.1475788678699719,-129371.25000000137,249584.62499999843,353455,282764,282765,353455,353480,353468,12,12,24,True
5,stop_hit_ce,lgbm,ok,282765,70691,75867,2021-01-01T09:29:00,2024-01-20T12:21:00,2024-01-20T12:22:00,2024-10-28T12:08:00,2024-10-28T12:33:00,2025-08-21T13:29:00,0.7088909087687141,0.292925852301412,0.292925852301412,0.12302671320652969,0.0103664430786629,0.15755203184520278,0.1482026290671532,0.1040984770515216,0.02481589831534349,0.12981510015408315,0.35686578743211794,0.37552998182919445,0.40549273021001614,0.06299673722078139,1857,753,160.92609046849876,1.5233588760839505,-73365.37499999985,298839.7500000022,353455,282764,282765,353455,353480,353468,12,12,24,True
5,stop_hit_pe,lgbm,ok,282765,70691,75867,2021-01-01T09:29:00,2024-01-20T12:21:00,2024-01-20T12:22:00,2024-10-28T12:08:00,2024-10-28T12:33:00,2025-08-21T13:29:00,0.7289607631546727,0.296678615683596,0.296678615683596,0.11829644036626259,0.02262243591059588,0.15144924670805487,0.1407987389878492,0.12051925545621088,0.02356202356202356,0.09549071618037135,0.40802213001383125,0.4891774891774891,0.40315315315315314,0.031157528285465624,888,358,59.1393581081068,1.2094167399405387,-41814.74999999985,52515.749999998836,353455,282764,282765,353455,353480,353468,12,12,24,True
6,directional_ce,lgbm,ok,343459,85864,75855,2021-01-01T09:29:00,2024-09-18T14:16:00,2024-09-18T14:17:00,2025-08-21T13:05:00,2025-08-21T13:30:00,2026-06-19T14:14:00,0.6266164072272278,0.4533354791711788,0.4533354791711788,0.22074230591945093,0.035669871032086006,0.35346384549469384,0.3177939744626078,0.12847699512924496,0.13423212192262604,0.3142605633802817,0.48402241405421775,0.5074487895716947,0.5387396694214877,0.038900492316873043,1936,1043,193.52498708677635,1.5598908131517344,-70615.87499999985,374664.374999999,429322,343458,343459,429322,429347,429335,12,12,24,True
6,directional_pe,lgbm,ok,343459,85864,75855,2021-01-01T09:29:00,2024-09-18T14:16:00,2024-09-18T14:17:00,2025-08-21T13:05:00,2025-08-21T13:30:00,2026-06-19T14:14:00,0.6169673986826755,0.44975359516069063,0.44975359516069063,0.22372938759405697,0.02427916696310722,0.3661986685122932,0.3434121671122551,0.09766632977301376,0.1669626998223801,0.33159631752648955,0.4878715408267851,0.511825922421949,0.4977849375755135,0.04449564403484772,2483,1236,19.655104712042363,1.1057435270755391,-80108.62500000214,48803.625000001186,429322,343458,343459,429322,429347,429335,12,12,24,True
6,quality_profitable_ce,lgbm,ok,343459,85864,75855,2021-01-01T09:29:00,2024-09-18T14:16:00,2024-09-18T14:17:00,2025-08-21T13:05:00,2025-08-21T13:30:00,2026-06-19T14:14:00,0.5817481525262339,0.440074724663569,0.440074724663569,0.23174915903409107,0.03012950650931558,0.374675367477424,0.349356034656409,0.09789147591913071,0.19130434782608696,0.35156771180787194,0.49908703590992115,0.5169833045480714,0.530625,0.029872277541254707,1600,849,208.11492187499945,1.5407049355720073,-78232.50000000076,332983.8749999991,429322,343458,343459,429322,429347,429335,12,12,24,True
