fold,feature_psi_mean,feature_psi_max,feature_psi_p95
1,0.7178246859060833,12.433319944616679,3.7749788888517135
2,0.23222994554583043,3.943778678694942,1.2191385410298072
3,0.5483549689115055,7.61936782294309,2.9372565108765096
4,0.749106814663037,12.433770092851127,4.163014070986161
5,0.7443436535560969,12.43381377432604,4.308091747234522
6,0.6846037942421166,11.536683024018636,3.891750619476233
