entry_filter,confidence_threshold,risk_multiplier,reward_points,stop_points,trailing_stop,partial_exit_fraction,trade_count,net_pnl,profit_factor,win_rate,expectancy,max_drawdown,avg_winner,avg_loser,meets_min_trades
confidence_threshold,0.43108233117483813,1.0,22.5,22.5,True,0.5,32080,4950597.7200000025,4.086823680725992,0.5225997506234414,154.32037780548637,-13517.535000000149,390.9562475395169,-104.71980215475013,True
confidence_threshold,0.43108233117483813,1.25,11.25,30.0,True,0.5,32080,4945004.8312500045,4.245286495658698,0.5929551122194514,154.14603588684554,-6441.431249999441,340.0670112238462,-116.69090643666708,True
none,0.0,1.0,15.0,22.5,True,0.5,66692,4944453.900000007,2.21032440898448,0.41666166856594494,74.13863581838912,-55630.229999998526,324.94904851014826,-105.00797501542243,True
confidence_threshold,0.435759209344115,1.25,22.5,30.0,True,0.5,18447,4935580.593750004,7.2267089755517935,0.6199382013335502,267.5546481135146,-10468.237500000047,500.894310729276,-113.05758718442395,True
confidence_and_adx,0.43108233117483813,1.25,22.5,30.0,True,0.5,20899,4897277.643750001,6.082951640564054,0.5854825589741136,234.3307164816499,-7953.768749999581,478.9758800874469,-111.21680999653684,True
confidence_threshold,0.435759209344115,1.25,22.5,22.5,True,0.5,18447,4891930.500000004,7.171640189747549,0.6199382013335502,265.1884046186374,-10468.237500000047,497.07740851259183,-113.05758718442395,True
confidence_threshold,0.435759209344115,1.25,22.5,15.0,True,0.0,18447,4885271.812500004,7.2367348296834475,0.6344663088849135,264.8274414538951,-10075.5,484.3282478212578,-116.16580157200015,True
confidence_threshold,0.43108233117483813,1.25,11.25,22.5,True,0.5,32080,4876083.7687500045,4.200055277281676,0.5929551122194514,151.99762371415227,-6441.431249999441,336.44378219955854,-116.69090643666708,True
confidence_and_adx,0.43108233117483813,1.25,22.5,15.0,True,0.0,20899,4871655.937500002,6.124715678903165,0.6007942963778171,233.1047388631036,-7336.5,463.7046581315706,-113.94219705142024,True
confidence_threshold,0.43108233117483813,1.0,18.75,22.5,True,0.0,32080,4870538.400000004,4.095969531399583,0.5415211970074812,151.82476309226945,-9277.19999999972,370.92592677872443,-107.29687627881584,True
confidence_and_adx,0.43108233117483813,1.25,18.75,30.0,True,0.0,20899,4866322.500000002,6.119105194269325,0.6007942963778171,232.84953825541902,-4908.75,463.27988611022636,-113.94219705142024,True
confidence_threshold,0.43108233117483813,1.0,22.5,15.0,True,0.5,32080,4863615.870000003,4.032588283394343,0.5225997506234414,151.60897350374074,-13798.785000000149,385.7679475096929,-104.71980215475013,True
confidence_and_adx,0.43108233117483813,1.25,22.5,22.5,True,0.5,20899,4855868.175000001,6.039972184950318,0.5854825589741136,232.3493073831284,-7953.768749999581,475.59164759725405,-111.21680999653684,True
none,0.0,1.0,11.25,30.0,True,0.0,66692,4844119.200000007,2.223430924046966,0.488244467102501,72.6341870089367,-49415.39999999871,270.36342362262764,-116.04497655334103,True
confidence_threshold,0.435759209344115,1.25,18.75,30.0,True,0.0,18447,4830869.250000005,7.1672823264471655,0.6344663088849135,261.87831354691843,-7244.625,479.68004528366384,-116.16580157200015,True
confidence_threshold,0.435759209344115,1.25,22.5,15.0,True,0.5,18447,4813333.218750004,7.072482170277037,0.6199382013335502,260.92769657667935,-10468.237500000047,490.20461371983214,-113.05758718442395,True
none,0.0,1.0,15.0,15.0,True,0.5,66692,4793388.300000006,2.1733459303221783,0.41666166856594494,71.87351256522531,-56125.229999998526,319.5126874910034,-105.00797501542243,True
confidence_and_adx,0.43108233117483813,1.25,22.5,15.0,True,0.5,20899,4782224.268750001,5.963536164507673,0.5854825589741136,228.82550690224417,-7953.768749999581,469.57302171869895,-111.21680999653684,True
confidence_and_adx,0.43108233117483813,1.25,18.75,22.5,True,0.0,20899,4777642.593750004,6.025818781642195,0.6007942963778171,228.60627751327831,-4908.75,456.2171347363812,-113.94219705142024,True
confidence_threshold,0.43108233117483813,1.25,11.25,15.0,True,0.5,32080,4752242.831250005,4.118781479622541,0.5929551122194514,148.1372453631548,-6441.431249999441,329.93337648512266,-116.69090643666708,True
confidence_threshold,0.435759209344115,1.25,18.75,22.5,True,0.0,18447,4741387.687500006,7.053046558433134,0.6344663088849135,257.02757562205267,-7244.625,472.03466229494217,-116.16580157200015,True
none,0.0,1.0,11.25,22.5,True,0.0,66692,4675026.000000007,2.1795373534568636,0.48404606249625143,70.09875247405996,-49608.29999999874,267.5939037234373,-115.23974064489853,True
confidence_threshold,0.43108233117483813,1.0,18.75,15.0,True,0.0,32080,4674964.575000004,3.9716525558185527,0.5415211970074812,145.72832216334177,-9690.599999999395,359.66793547087275,-107.29687627881584,True
confidence_threshold,0.43108233117483813,1.0,18.75,30.0,True,0.5,32080,4660000.665000003,3.90562902067528,0.5225997506234414,145.26186611596017,-9688.409999999683,373.6226922159261,-104.71980215475013,True
confidence_and_adx,0.43108233117483813,1.25,18.75,15.0,True,0.0,20899,4612059.375000004,5.851634289104563,0.6007942963778171,220.68325637590334,-4908.75,443.0295575820326,-113.94219705142024,True
